,lon,lat,value,radius,color,group,type
23,121.517478,25.112282,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
24,121.51863700000001,25.0288,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
25,121.51110600000001,25.064622,3,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;自用-小客車
26,121.49833899999999,25.142256,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
27,121.497751,25.094676,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;自用-小客車
28,121.50623600000002,25.03507,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
29,121.50516200000001,25.138371,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
30,121.557171,24.998759,3,3,#DDD23B,興隆路,普通重型-機車;普通重型-機車;自用-小客車
31,121.49538899999999,25.012614000000003,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
32,121.523602,25.062178,2,1,#DDD23B,民權東路1段,自用-小客車;普通重型-機車
33,121.516326,25.032367999999998,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
34,121.51743799999998,25.023426,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
35,121.560526,25.017616,2,1,#DDD23B,和平東路,普通重型-機車;行人-人
36,121.531062,25.013953,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
37,121.574151,25.043810999999998,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
38,121.54898700000001,25.016779999999997,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
39,121.527883,25.062742,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
40,121.566781,25.002064,2,1,#DDD23B,其他路段,普通重型-機車;民營公車-大客車
41,121.480631,25.136305,2,1,#DDD23B,其他路段,計程車-小客車;大型重型2(250-550C.C.)-機車
42,121.510827,25.114898,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
43,121.58408899999999,25.038428,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
44,121.52283999999999,25.049554999999998,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
45,121.49423999999999,25.035322,2,1,#DDD23B,其他路段,行人-人;普通重型-機車
46,121.581397,25.04271,2,1,#DDD23B,其他路段,普通輕型-機車;計程車-小客車
47,121.54858200000001,25.038714000000002,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
48,121.51862,25.048513,4,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
49,121.56503300000001,25.026432999999997,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
50,121.59473600000001,25.054444,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
51,121.58549,25.046712,2,1,#DDD23B,忠孝東路,普通重型-機車;自用-小貨車(含客、貨兩用)
52,121.50821100000002,25.050614000000003,3,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車
53,121.60760400000001,25.053956,2,1,#DDD23B,其他路段,行人-人;普通重型-機車
54,121.574124,25.040764000000003,2,1,#DDD23B,忠孝東路,普通重型-機車;計程車-小客車
55,121.565721,25.035876000000002,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
56,121.528421,25.062429,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
57,121.53761499999999,25.032311,2,1,#DDD23B,其他路段,普通輕型-機車;行人-人
58,121.55238100000001,25.014548,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
59,121.568353,25.082310999999997,2,1,#DDD23B,內湖路1段,普通重型-機車;計程車-小客車
60,121.54373500000001,25.026373,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
61,121.51653999999999,25.118564000000003,2,1,#DDD23B,其他路段,普通重型-機車;普通輕型-機車
62,121.51588400000001,25.071965,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
63,121.58734199999999,25.004181,1,1,#DDD23B,其他路段,普通重型-機車
64,121.534922,25.009498999999998,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;自用-小客車
65,121.54895400000001,25.024760999999998,2,1,#DDD23B,其他路段,自用-小客車;大型重型2(250-550C.C.)-機車
66,121.54520600000001,25.048134,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
67,121.555219,25.058272,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
68,121.58160500000001,25.074738,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
69,121.514854,25.068009,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
70,121.53815,24.997537,2,1,#DDD23B,羅斯福路,自用-小客車;普通重型-機車
71,121.547956,25.038114999999998,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
72,121.614655,25.066738,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
73,121.61423799999999,25.059853,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
74,121.491914,25.033237,2,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
75,121.51783999999999,25.023391,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
76,121.540733,25.027654000000002,2,1,#DDD23B,其他路段,自用-小客車;普通輕型-機車
77,121.49961100000002,25.120967999999998,1,1,#DDD23B,其他路段,普通重型-機車
78,121.51091399999999,25.067839000000003,3,3,#DDD23B,其他路段,行人-人;普通重型-機車;租賃車-小客車
79,121.50228100000001,25.041698999999998,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
80,121.52539099999998,25.056532,2,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
81,121.527533,25.018758,2,1,#DDD23B,羅斯福路,計程車-小客車;普通重型-機車
82,121.525209,25.11881,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
83,121.541974,25.001929,2,1,#DDD23B,興隆路,普通重型-機車;普通重型-機車
84,121.51053200000001,25.050289000000003,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
85,121.5654,25.081916,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
86,121.56834199999999,25.03187,2,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
87,121.566624,25.044857999999998,2,1,#DDD23B,基隆路,計程車-小客車;普通重型-機車
88,121.511104,25.063085,3,3,#DDD23B,民權西路,普通重型-機車;普通重型-機車;計程車-小客車
89,121.50893899999998,25.088162,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
90,121.50159,25.044787,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
91,121.576109,25.08444,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
92,121.56745500000001,25.042448,2,1,#DDD23B,忠孝東路,普通重型-機車;自用-小貨車(含客、貨兩用)
93,121.58113600000001,25.082203,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
94,121.5066,25.036017,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
95,121.56605800000001,25.06332,3,3,#DDD23B,其他路段,普通重型-機車;計程車-小客車;自用-小貨車(含客、貨兩用)
96,121.485299,25.138289,4,5,#DDD23B,其他路段,自用-小客車;普通重型-機車;營業用-曳引車;乘客-人
97,121.585182,25.047979,2,1,#DDD23B,忠孝東路,行人-人;普通重型-機車
98,121.545969,25.038098,1,1,#DDD23B,其他路段,普通重型-機車
99,121.550297,25.003498999999998,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
100,121.568431,25.041082,2,1,#DDD23B,忠孝東路,自用-小客車;普通重型-機車
101,121.577471,25.080131,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
102,121.56697,25.085573,2,1,#DDD23B,內湖路1段,普通重型-機車;自用-小客車
103,121.522925,25.061961,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
104,121.51461299999998,25.038607,2,1,#DDD23B,其他路段,行人-人;普通重型-機車
105,121.545846,25.018688,2,1,#DDD23B,基隆路,普通重型-機車;普通重型-機車
106,121.56057,25.016627,3,3,#DDD23B,和平東路,行人-人;普通重型-機車;普通重型-機車
107,121.465979,25.129746,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;自用-小客車
108,121.465975,25.129746,4,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;自用-小客車;乘客-人
109,121.562425,25.037808,1,1,#DDD23B,基隆路,普通重型-機車
110,121.562946,25.0387,4,5,#DDD23B,基隆路,普通重型-機車;普通重型-機車;普通重型-機車;乘客-人
111,121.53336100000001,25.068227,3,3,#DDD23B,民族東路,自用-小客車;普通重型-機車;普通重型-機車
112,121.540273,24.998077,2,1,#DDD23B,羅斯福路,自用-小客車;普通重型-機車
113,121.54713500000001,25.048351,3,3,#DDD23B,八德路,計程車-小客車;普通重型-機車;計程車-小客車
114,121.51601200000002,25.064372,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
115,121.513901,25.072031,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
116,121.48881499999999,25.030634,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
117,121.552856,25.041408999999998,3,3,#DDD23B,忠孝東路,普通重型-機車;普通重型-機車;乘客-人
118,121.50798400000001,25.044683,2,1,#DDD23B,中華路1段,普通重型-機車;行人-人
119,121.518557,25.08514,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
120,121.55486699999999,24.980183,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
121,121.52253700000001,25.066796,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
122,121.512126,25.063848999999998,2,1,#DDD23B,民權西路,租賃車-小客車;普通重型-機車
123,121.5095,25.02805,4,5,#DDD23B,其他路段,普通重型-機車;行人-人;普通重型-機車;普通重型-機車
124,121.514175,25.114991,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
125,121.523602,25.060233,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
126,121.521499,25.088788,2,1,#DDD23B,承德路,普通重型-機車;普通重型-機車
127,121.547725,25.028709,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
128,121.51901200000002,25.026,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
129,121.555016,25.051701,3,3,#DDD23B,南京東路,自用-小貨車(含客、貨兩用);普通輕型-機車;普通重型-機車
130,121.551643,24.992544,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
131,121.513098,25.083722,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
132,121.60748799999999,25.073523,3,3,#DDD23B,其他路段,普通重型-機車;行人-人;乘客-人
133,121.576613,24.996491,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
134,121.56223999999999,25.037077,1,1,#DDD23B,基隆路,普通重型-機車
135,121.56362299999999,25.035904000000002,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
136,121.51316899999999,25.026419,2,1,#DDD23B,其他路段,自用-大貨車;普通重型-機車
137,121.50081599999999,25.043984,1,1,#DDD23B,其他路段,普通重型-機車
138,121.5636,25.028081,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
139,121.546095,25.040557,3,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;自用-小客車
140,121.589514,25.045694,2,1,#DDD23B,其他路段,普通重型-機車;自用-小貨車(含客、貨兩用)
141,121.583418,25.040737,2,1,#DDD23B,忠孝東路,普通重型-機車;普通重型-機車
142,121.54440600000001,25.138629,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
143,121.49584499999999,25.035631,2,1,#DDD23B,其他路段,計程車-小客車;大型重型1(550C.C.以上)-機車
144,121.52271100000002,25.055,2,1,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
145,121.52849499999999,25.062425,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
146,121.57191100000001,24.995914000000003,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
147,121.595735,25.083506,2,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
148,121.566281,25.035866,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
149,121.554629,25.022332000000002,2,1,#DDD23B,和平東路,自用-小客車;普通重型-機車
150,121.52108999999999,25.115282,1,1,#DDD23B,其他路段,普通重型-機車
151,121.584207,25.068906,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;自用-小客車
152,121.554822,25.001316,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
153,121.490793,25.102792,2,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
154,121.521271,25.041446,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
155,121.48343700000001,25.13736,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
156,121.554048,24.999868,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
157,121.53258100000001,25.036126,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
158,121.500429,25.038569,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
159,121.539125,25.004321,2,1,#DDD23B,興隆路,普通輕型-機車;普通重型-機車
160,121.499443,25.141272,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
161,121.54874299999999,25.050109,4,5,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車
162,121.514705,25.062889000000002,2,1,#DDD23B,民權西路,普通重型-機車;普通重型-機車
163,121.51261699999999,25.024604999999998,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
164,121.578103,25.061842000000002,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
165,121.49856399999999,25.040714,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
166,121.56718300000001,24.983558,3,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;自用-小客車
167,121.501281,25.035273999999998,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
168,121.568478,25.036635999999998,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
169,121.484596,25.134354000000002,3,3,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車;其他人-人
170,121.60084099999999,25.060827,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
171,121.502553,25.138322,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
172,121.55975,25.084975,3,3,#DDD23B,內湖路1段,普通重型-機車;普通重型-機車;乘客-人
173,121.56611299999999,25.047622,3,3,#DDD23B,其他路段,租賃車-小客車;普通重型-機車;租賃車-小客車
174,121.54411999999999,25.079444,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
175,121.561998,25.036172,2,1,#DDD23B,其他路段,自用-小客車;大型重型2(250-550C.C.)-機車
176,121.50798999999999,25.029444,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
177,121.57179599999999,25.041058,2,1,#DDD23B,忠孝東路,腳踏自行車-慢車;普通重型-機車
178,121.48671100000001,25.061453,4,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
179,121.581896,25.044232,2,1,#DDD23B,忠孝東路,自用-小客車;普通重型-機車
180,121.54737,25.096331,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
181,121.50076200000001,25.063274,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
182,121.533348,25.016839,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
183,121.518344,25.113723,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
184,121.57148000000001,25.044667,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
185,121.56819899999999,25.035825,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
186,121.60620800000001,25.054267000000003,2,1,#DDD23B,其他路段,營業用-小貨車(含客、貨兩用);普通重型-機車
187,121.52873100000001,25.017677,2,1,#DDD23B,其他路段,普通重型-機車;其他慢車-慢車
188,121.566363,25.061729,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
189,121.60412099999999,25.056665,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
190,121.51826799999999,25.041535,2,1,#DDD23B,其他路段,民營公車-大客車;普通重型-機車
191,121.51870100000001,25.048261,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
192,121.523404,25.118717999999998,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
193,121.569575,25.056385000000002,2,1,#DDD23B,塔悠路,自用-小客車;普通重型-機車
194,121.490475,25.139141,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
195,121.57037,25.045602,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
196,121.5535,25.115145000000002,2,1,#DDD23B,其他路段,普通重型-機車;租賃車-小客車
197,121.54806,25.033352999999998,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
198,121.516348,25.025639,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
199,121.589124,25.046629,2,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
200,121.504058,25.03961,2,1,#DDD23B,其他路段,電動自行車-慢車;普通重型-機車
201,121.55821200000001,25.028598000000002,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
202,121.53387,25.019106,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
203,121.576516,25.079647,2,1,#DDD23B,內湖路1段,自用-小客車;普通重型-機車
204,121.48671100000001,25.061453,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
205,121.59624,24.986283,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
206,121.54850400000001,25.061607000000002,3,3,#DDD23B,其他路段,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
207,121.515045,25.032032,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
208,121.52596899999999,25.054144,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
209,121.516446,25.090922,3,3,#DDD23B,中正路,自用-小客車;普通重型-機車;普通重型-機車
210,121.533997,25.115851,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;其他人-人
211,121.569997,25.022028,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
212,121.582315,25.054941,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車
213,121.52853200000001,25.023974,2,1,#DDD23B,其他路段,普通重型-機車;租賃車-小客車
214,121.548323,25.027324,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
215,121.538398,25.029155,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
216,121.516112,25.045509,2,1,#DDD23B,其他路段,遊覽車-大客車;普通重型-機車
217,121.521378,25.084713,2,1,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通輕型-機車
218,121.569156,25.08642,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
219,121.50383300000001,25.037986,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
220,121.521695,25.049846,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
221,121.51489099999999,25.115042000000003,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
222,121.53479899999999,25.052052,3,3,#DDD23B,南京東路,乘客-人;普通重型-機車;計程車-小客車
223,121.53344399999999,25.060370000000002,2,1,#DDD23B,其他路段,行人-人;普通重型-機車
224,121.50546200000001,25.026017,2,1,#DDD23B,其他路段,行人-人;普通重型-機車
225,121.59278400000001,25.06883,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
226,121.53751899999999,25.100786,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
227,121.50522600000001,25.027428,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
228,121.51695900000001,25.057256,2,1,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
229,121.61874499999999,25.054792000000003,3,3,#DDD23B,其他路段,租賃車-小客車;普通重型-機車;乘客-人
230,121.513921,25.039824,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;其他人-人
231,121.515953,25.116169,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
232,121.54718000000001,25.042648,2,1,#DDD23B,忠孝東路,普通重型-機車;計程車-小客車
233,121.53292900000001,25.101275,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
234,121.52646599999999,25.028609,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
235,121.498073,25.035159,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
236,121.60528300000001,25.054298,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
237,121.502757,25.019345,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
238,121.56843400000001,24.991413,3,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;乘客-人
239,121.580405,25.06748,2,1,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
240,121.54798600000001,25.062107,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
241,121.615918,25.059792,3,3,#DDD23B,其他路段,普通重型-機車;自用-小客車;乘客-人
242,121.500588,25.038423,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
243,121.54916599999999,25.028439000000002,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
244,121.52863700000002,25.011983999999998,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
245,121.569259,25.057216,5,15,#E98B2A,塔悠路,遊覽車-大客車;普通重型-機車;自用-小客車;自用-大貨車;乘客-人
246,121.539432,24.988488,3,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;乘客-人
247,121.586451,24.988013,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
248,121.54243899999999,25.062247,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
249,121.616782,25.03741,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
250,121.495823,25.039047,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
251,121.543699,25.033407,4,5,#DDD23B,其他路段,自用-小貨車(含客、貨兩用);普通重型-機車;計程車-小客車;乘客-人
252,121.52508999999999,25.106303,2,1,#DDD23B,其他路段,自用-小客車;大型重型1(550C.C.以上)-機車
253,121.54597700000001,25.029144,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
254,121.50265700000001,25.121392999999998,2,1,#DDD23B,其他路段,自用-小客車;大型重型2(250-550C.C.)-機車
255,121.51053200000001,25.050289000000003,2,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
256,121.52333899999999,25.044718,2,1,#DDD23B,忠孝東路,普通重型-機車;自用-小客車
257,121.55533999999999,25.002202,2,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
258,121.572753,25.077313,3,3,#DDD23B,其他路段,租賃車-小客車;普通重型-機車;乘客-人
259,121.56906200000002,25.061007,3,3,#DDD23B,塔悠路,普通重型-機車;普通重型-機車;乘客-人
260,121.518157,25.060213,3,3,#DDD23B,承德路,計程車-小客車;普通重型-機車;乘客-人
261,121.46836499999999,25.12817,1,1,#DDD23B,其他路段,大型重型2(250-550C.C.)-機車
262,121.59305900000001,25.050148999999998,2,1,#DDD23B,忠孝東路,行人-人;普通重型-機車
263,121.508016,25.050058,4,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車;計程車-小客車
264,121.540679,24.997257,2,1,#DDD23B,羅斯福路,自用-小客車;普通重型-機車
265,121.52140800000001,25.091104,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
266,121.52236,25.055035999999998,4,5,#DDD23B,其他路段,普通重型-機車;行人-人;普通重型-機車;普通重型-機車
267,121.53803799999999,25.068323,2,1,#DDD23B,民族東路,租賃車-小客車;普通重型-機車
268,121.52413899999999,25.022077,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
269,121.52973200000001,25.048374,2,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
270,121.515957,25.0629,3,3,#DDD23B,民權西路,普通重型-機車;普通重型-機車;普通重型-機車
271,121.561494,25.035944,2,1,#DDD23B,基隆路,普通重型-機車;普通重型-機車
272,121.56454599999999,25.028610999999998,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
273,121.55078,25.043509,2,1,#DDD23B,忠孝東路,計程車-小客車;普通重型-機車
274,121.511375,25.05937,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
275,121.54337199999999,25.024922,1,1,#DDD23B,和平東路,普通重型-機車
276,121.58863500000001,25.050498,1,1,#DDD23B,其他路段,普通重型-機車
277,121.52405900000001,25.097262,2,1,#DDD23B,其他路段,普通重型-機車;腳踏自行車-慢車
278,121.525281,25.055623999999998,3,3,#DDD23B,其他路段,行人-人;普通重型-機車;自用-小客車
279,121.543651,25.039846,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
280,121.49628100000001,25.030135,2,1,#DDD23B,其他路段,普通重型-機車;行人-人
281,121.53433899999999,25.062576999999997,2,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
282,121.4906,25.029251000000002,2,1,#DDD23B,其他路段,普通重型-機車;自用-大貨車
283,121.517298,25.048432000000002,3,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車
284,121.49568500000001,25.028676,2,1,#DDD23B,西園路2段,自用-小客車;普通重型-機車
285,121.520131,25.093343,3,3,#DDD23B,中正路,租賃車-小客車;普通重型-機車;租賃車-小客車
286,121.500662,25.039479999999998,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
287,121.55301299999999,25.01377,2,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
288,121.528232,25.038145,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
289,121.51346699999999,25.117843,2,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
