,lon,lat,hurt,radius,color,group,type
5113,121.51745,25.117642,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5114,121.58775700000001,25.073682,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5115,121.524069,25.018476,2,3,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
5116,121.55613600000001,25.024653,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5119,121.526504,25.124759,1,1,#DDD23B,其他路段,普通重型-機車
5120,121.615362,25.045085,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5121,121.572965,25.078695,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5122,121.469603,25.123387,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5123,121.52283100000001,25.052609,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5124,121.569428,25.048983,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5125,121.51678400000002,25.04909,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5126,121.522372,25.048203,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5127,121.522907,25.026823999999998,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5128,121.54463799999999,25.053569,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5129,121.53079699999999,25.108689000000002,1,1,#DDD23B,其他路段,租賃車-小客車;普通輕型-機車
5130,121.54908600000002,25.083933,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5131,121.55484299999999,24.988022,1,1,#DDD23B,其他路段,普通重型-機車
5132,121.511844,25.054072,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5133,121.592674,25.052841,1,1,#DDD23B,其他路段,普通重型-機車;行人-人;行人-人
5134,121.52462,25.035961,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
5135,121.530248,25.094587,2,3,#DDD23B,福林路,自用-小客車;普通重型-機車
5136,121.526335,25.057648999999998,2,3,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
5137,121.56334,24.98111,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5138,121.539616,25.000882999999998,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車;租賃車-小客車
5139,121.584981,25.068417999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5140,121.54254499999999,24.988448,1,1,#DDD23B,其他路段,普通重型-機車
5141,121.52968899999999,25.01892,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5142,121.571211,24.994354,1,1,#DDD23B,其他路段,普通重型-機車
5143,121.515294,25.037544,1,1,#DDD23B,公園路,計程車-小客車;普通重型-機車
5144,121.57468600000001,25.080417,1,1,#DDD23B,內湖路1段,自用-小客車;普通重型-機車;自用-小客車
5145,121.504752,25.117046,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車;計程車-小客車;自用-小客車
5146,121.560847,25.033179,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5147,121.589254,25.067473,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5148,121.56076100000001,25.048942999999998,3,5,#DDD23B,八德路3、4段,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
5149,121.582894,25.037298999999997,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5150,121.52283100000001,25.052609,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
5151,121.52993400000001,25.099076,1,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車
5152,121.53883799999998,25.044885999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5153,121.51111999999999,25.0469,3,5,#DDD23B,其他路段,普通重型-機車;行人-人;普通重型-機車
5154,121.57828300000001,25.051687,2,3,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
5155,121.54368500000001,25.027267000000002,1,1,#DDD23B,其他路段,普通重型-機車
5156,121.524955,25.086376,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車;計程車-小客車
5157,121.497755,25.025627,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5158,121.52283100000001,25.052609,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5160,121.616348,25.051839,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車;自用-小客車
5161,121.552871,25.040578,3,5,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
5162,121.506208,25.026139999999998,1,1,#DDD23B,其他路段,自用-小貨車;普通重型-機車
5163,121.55894099999999,25.031289,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5164,121.56737,24.981804999999998,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5165,121.557993,25.048455999999998,1,1,#DDD23B,光復南北路,普通輕型-機車;行人-人;行人-人
5166,121.564644,25.029223,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5167,121.517035,25.061681,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5168,121.50778600000001,25.034883999999998,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5169,121.52591799999999,25.020688,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5170,121.556721,24.975846,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5171,121.495368,25.027649,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5172,121.47443600000001,25.106179,1,1,#DDD23B,其他路段,普通重型-機車
5173,121.56868200000001,25.031763,2,3,#DDD23B,其他路段,普通重型-機車;普通輕型-機車
5174,121.50258400000001,25.020661999999998,2,3,#DDD23B,其他路段,普通重型-機車;普通輕型-機車;自用-小客車
5175,121.518207,25.033321,2,3,#DDD23B,羅斯福路1、2段,普通重型-機車;普通重型-機車;普通重型-機車
5176,121.55481499999999,25.024191000000002,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
5177,121.549481,24.990138,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5179,121.556715,25.038021,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5180,121.56712399999999,25.045185999999998,1,1,#DDD23B,基隆路1、3段,計程車-小客車;普通重型-機車
5181,121.50001699999999,25.132939,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5182,121.511844,25.054072,5,18,#E98B2A,其他路段,普通輕型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
5183,121.51073500000001,25.110443,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5184,121.52358799999999,25.045123999999998,1,1,#DDD23B,其他路段,普通輕型-機車;自用-小客車
5185,121.53889699999999,25.062114,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通輕型-機車
5186,121.53637900000001,25.062601,2,3,#DDD23B,其他路段,普通重型-機車;計程車-小客車;普通重型-機車
5187,121.54663799999999,25.083417999999998,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5188,121.528921,25.126631,1,1,#DDD23B,其他路段,普通重型-機車;腳踏自行車-慢車;自用-小客車
5189,121.513949,25.049488,1,1,#DDD23B,其他路段,自用-小貨車;普通重型-機車
5190,121.57378100000001,24.988371,1,1,#DDD23B,其他路段,自用-小貨車;普通輕型-機車
5191,121.544059,25.035201,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5192,121.54498500000001,25.061767,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5193,121.582403,25.042576,1,1,#DDD23B,其他路段,普通輕型-機車;自用-小客車
5194,121.55546499999998,25.036542,2,3,#DDD23B,其他路段,腳踏自行車-慢車;普通重型-機車
5195,121.615582,25.069668,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車
5196,121.50686499999999,25.036456,1,1,#DDD23B,其他路段,民營公車-大客車;普通重型-機車
5198,121.57462,25.039061,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5199,121.537645,25.100663,1,1,#DDD23B,其他路段,民營公車-大客車;普通重型-機車
5200,121.49789399999999,25.122026,1,1,#DDD23B,其他路段,普通重型-機車
5201,121.509197,25.047844,1,1,#DDD23B,中華路1段,自用-小客車;普通重型-機車
5202,121.61916399999998,25.071698,2,3,#DDD23B,其他路段,行人-人;普通重型-機車
5203,121.59223200000001,25.054062,1,1,#DDD23B,其他路段,普通重型-機車
5204,121.58301200000001,25.069831,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5205,121.56123400000001,24.984773999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5206,121.537921,25.062144,2,3,#DDD23B,其他路段,普通輕型-機車;普通輕型-機車;普通重型-機車
5207,121.53818600000001,25.03323,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車;自用-小客車
5208,121.499895,25.121893,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5209,121.52216899999999,25.068320999999997,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5210,121.53969599999999,25.064478,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5211,121.611884,25.070018,1,1,#DDD23B,其他路段,普通重型-機車;民營公車-大客車
5212,121.52502199999999,25.10256,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5213,121.52412199999999,25.048074,1,1,#DDD23B,南京東西路,普通輕型-機車;計程車-小客車
5214,121.522097,25.055785999999998,2,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車
5215,121.537645,25.100663,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5216,121.50033300000001,25.027144,1,1,#DDD23B,其他路段,普通輕型-機車;計程車-小客車
5217,121.52541200000002,25.051095999999998,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5218,121.507572,25.120289,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
5219,121.530193,25.048645999999998,1,1,#DDD23B,松江路,計程車-小客車;普通重型-機車
5220,121.59790500000001,25.067913,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5221,121.58775700000001,25.073682,1,1,#DDD23B,其他路段,普通輕型-機車
5222,121.557158,25.025535,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5223,121.567674,24.986735,2,3,#DDD23B,其他路段,普通重型-機車;計程車-小客車;普通重型-機車
5224,121.541155,24.997896,2,3,#DDD23B,其他路段,普通重型-機車;計程車-小客車;普通重型-機車
5225,121.53020900000001,25.063659,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5226,121.55448799999999,25.053673999999997,1,1,#DDD23B,健康路,自用-小客車;普通重型-機車
5227,121.55806299999999,25.048338,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5228,121.51985,25.112891,4,15,#E98B2A,其他路段,普通重型-機車;普通輕型-機車;普通重型-機車;普通重型-機車
5229,121.54735900000001,25.038176999999997,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
5230,121.489639,25.027387,4,15,#E98B2A,其他路段,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
5231,121.54361000000002,25.021594,1,1,#DDD23B,其他路段,其他車-其他車;普通重型-機車
5232,121.579955,25.04052,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5233,121.51013300000001,25.05385,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5234,121.539193,25.004204,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5235,121.615632,25.066279,1,1,#DDD23B,其他路段,普通重型-機車
5236,121.47450400000001,25.132428,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
5238,121.60691899999999,25.072966,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5239,121.57063500000001,25.050079,1,1,#DDD23B,八德路3、4段,普通重型-機車
5240,121.54415800000001,25.047968,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5241,121.55671000000001,25.025397,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5242,121.539374,25.000449,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5243,121.52040500000001,25.103069,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5244,121.558723,24.988923,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5245,121.53883200000001,25.011184,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5246,121.51678400000002,25.04909,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車;計程車-小客車;普通重型-機車
5247,121.591199,25.080794,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5248,121.55779199999999,25.033279999999998,4,15,#E98B2A,光復南北路,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
5249,121.489639,25.027387,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5250,121.50195900000001,25.133338000000002,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5251,121.574777,24.998864,1,1,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
5252,121.51678400000002,25.04909,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
5253,121.51073500000001,25.110443,1,1,#DDD23B,其他路段,民營客運-大客車;普通重型-機車
5254,121.46577099999999,25.125273999999997,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5255,121.52040900000001,25.109878,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5256,121.553087,25.024283999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5257,121.58066299999999,25.079055,1,1,#DDD23B,其他路段,普通輕型-機車;自用-小客車
5258,121.57878899999999,25.035513,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
5259,121.569695,25.023524,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5260,121.53856999999999,25.111832999999997,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5261,121.55107199999999,25.100314,1,1,#DDD23B,至善路2段,普通重型-機車;自用-小客車
5262,121.520816,25.02961,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
5263,121.52443500000001,25.113247,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5264,121.556386,25.048462,2,3,#DDD23B,八德路3、4段,普通重型-機車;普通重型-機車
5265,121.53368200000001,25.052679,2,3,#DDD23B,南京東西路,自用-小客車;普通重型-機車;普通重型-機車
5266,121.51643700000001,25.043475,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
5267,121.56458799999999,24.988636,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5268,121.55391599999999,24.987788000000002,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車
5269,121.543826,25.065261,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5270,121.50852900000001,25.041335,1,1,#DDD23B,中華路1段,普通重型-機車;計程車-小客車
5271,121.513949,25.049488,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5272,121.51213500000001,25.024473,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5273,121.51183300000001,25.102321,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5274,121.52546799999999,25.038491,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5275,121.562619,25.035647,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5276,121.46913400000001,25.124642,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5277,121.562946,25.048241,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5279,121.518979,25.049329999999998,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5280,121.515833,25.049101999999998,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
5281,121.519586,25.043966,2,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車
5282,121.542722,25.060741,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5283,121.579955,25.04052,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
5284,121.52412199999999,25.048074,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
5285,121.52033200000001,25.052505,1,1,#DDD23B,南京東西路,民營客運-大客車;普通重型-機車
5286,121.57113400000001,25.036442,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
5287,121.51110700000001,25.079065,2,3,#DDD23B,其他路段,自用-小客車;普通重型-機車;普通重型-機車
5288,121.522372,25.048203,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5290,121.530603,25.095858,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5291,121.61348899999999,25.053585,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5292,121.53713700000002,25.046429999999997,1,1,#DDD23B,南京東西路,自用-小客車;普通重型-機車
5293,121.51616100000001,25.038567,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5294,121.61703700000001,25.035741,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5295,121.55925900000001,25.085359,1,1,#DDD23B,內湖路1段,自用-小客車;普通輕型-機車;普通重型-機車;工程車-特種車
5296,121.51548600000001,25.029689,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5297,121.521801,25.062601,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5298,121.54239299999999,24.994736,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5299,121.530348,25.043935,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5300,121.547698,25.080466,1,1,#DDD23B,其他路段,計程車-小客車;普通輕型-機車
5301,121.549656,25.017357999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5302,121.53049399999999,25.078745,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5303,121.51319099999999,25.109473,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5304,121.517211,25.032764,2,3,#DDD23B,其他路段,普通重型-機車;計程車-小客車;普通重型-機車
5305,121.518226,25.032388,1,1,#DDD23B,羅斯福路1、2段,普通重型-機車;計程車-小客車
5306,121.55811499999999,25.008737,1,1,#DDD23B,其他路段,計程車-小客車;普通輕型-機車
5307,121.51073500000001,25.110443,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5308,121.52819299999999,25.109501,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5309,121.565242,25.041291,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5310,121.57323799999999,25.03332,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5311,121.51073400000001,25.112698,1,1,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
5312,121.54239299999999,24.994736,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5313,121.515575,25.116007999999997,1,1,#DDD23B,其他路段,自用-小客車;普通輕型-機車
5314,121.508734,25.112528,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5315,121.571603,25.043415,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5316,121.560847,25.033179,3,5,#DDD23B,其他路段,普通重型-機車;行人-人;普通重型-機車
5317,121.52894099999999,25.071089,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5318,121.546145,25.056889,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5319,121.560103,25.016445,2,3,#DDD23B,和平東路1、2、3段,普通重型-機車;普通重型-機車
5320,121.54361000000002,25.021594,1,1,#DDD23B,其他路段,自用-小貨車;普通重型-機車
5322,121.5337,25.016981,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車;普通重型-機車
5323,121.509801,25.062228,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
5324,121.50765600000001,25.048393,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
5325,121.56327399999999,25.062462,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5326,121.548872,25.082975,1,1,#DDD23B,其他路段,租賃車-小客車;普通重型-機車;自用-小客車
5327,121.552501,24.987517999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5329,121.53368799999998,25.019794,1,1,#DDD23B,新生南路3段,自用-小客車;普通重型-機車
5331,121.501768,25.04492,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5332,121.52516299999999,25.109131,1,1,#DDD23B,其他路段,自用-大貨車;租賃車-小客車;普通重型-機車
5333,121.559398,25.032416,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5334,121.605106,25.057682,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5335,121.558723,24.988923,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5336,121.547923,25.039859,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5337,121.558747,24.99689,1,1,#DDD23B,其他路段,普通重型-機車
5338,121.51449299999999,25.111988,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
5339,121.524451,25.106397,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5340,121.519474,25.062602,1,1,#DDD23B,其他路段,普通重型-機車
5341,121.511673,25.10246,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5342,121.54421299999998,25.038270999999998,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5343,121.53411399999999,25.054683999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5344,121.530248,25.094587,1,1,#DDD23B,福林路,普通重型-機車;自用-小客車
5345,121.54421299999998,25.038270999999998,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5346,121.54733999999999,24.995335,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
5347,121.519195,25.103539,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5349,121.57311000000001,25.077081,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
5350,121.53713700000002,25.046429999999997,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5351,121.58091499999999,25.05744,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
5352,121.57762199999999,25.07496,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5353,121.52553799999998,25.037716,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5354,121.51574199999999,25.062761,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5355,121.520044,25.032111999999998,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5357,121.51108700000002,25.062169,1,1,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
5358,121.51438200000001,25.026235999999997,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車;自用-小客車
5359,121.56998899999999,25.055259,2,3,#DDD23B,塔悠路,普通重型-機車;行人-人
5360,121.53713700000002,25.046429999999997,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5361,121.49789399999999,25.122026,1,1,#DDD23B,其他路段,普通重型-機車;其他車-其他車
5362,121.56330600000001,25.028514,1,1,#DDD23B,其他路段,普通重型-機車;民營公車-大客車;民營公車-大客車
5363,121.56074699999999,25.053660999999998,2,3,#DDD23B,南京東西路,普通重型-機車;行人-人
5364,121.488551,25.138534,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5365,121.54816000000001,25.02071,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5366,121.52914299999999,25.064523,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5367,121.542794,24.995283999999998,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5368,121.562307,25.027197,1,1,#DDD23B,其他路段,自用-小客車;普通輕型-機車
5369,121.579195,25.065147,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5372,121.53948600000001,25.152307999999998,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5373,121.50036999999999,25.138175,1,1,#DDD23B,其他路段,普通重型-機車;自用-小客車
5374,121.58091499999999,25.05744,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5375,121.542447,25.044373999999998,1,1,#DDD23B,其他路段,自用-小貨車;普通重型-機車
5376,121.513966,25.080801,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5377,121.51246699999999,25.110139999999998,1,1,#DDD23B,其他路段,其他車-其他車;普通重型-機車
5378,121.50115500000001,25.025365,1,1,#DDD23B,其他路段,普通輕型-機車;計程車-小客車
5379,121.51881100000001,25.088747,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5380,121.53993999999999,24.992258,2,3,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5381,121.572455,25.074819,3,5,#DDD23B,內湖路1段,普通重型-機車;普通重型-機車;普通重型-機車
5382,121.514331,25.067335999999997,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5383,121.551023,25.080242000000002,1,1,#DDD23B,其他路段,自用-小客車;普通輕型-機車
5384,121.51501599999999,25.032826999999997,2,3,#DDD23B,其他路段,計程車-小客車;普通重型-機車;普通重型-機車
5385,121.56475,24.983924,1,1,#DDD23B,其他路段,自用-小貨車;普通重型-機車
5386,121.542907,25.028341,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車;計程車-小客車
5387,121.593796,25.062429,1,1,#DDD23B,其他路段,民營公車-大客車;普通輕型-機車
5388,121.56972900000001,25.025485999999997,2,3,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
5389,121.50871799999999,25.088823,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5390,121.51678400000002,25.04909,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
5391,121.519974,25.052873,1,1,#DDD23B,南京東西路,普通重型-機車;計程車-小客車;民營公車-大客車
5392,121.61999499999999,25.054863,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5393,121.554803,25.032176999999997,1,1,#DDD23B,其他路段,普通重型-機車;行人-人
5394,121.57279299999999,25.050142,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車
5396,121.538556,25.00252,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5397,121.51678400000002,25.04909,1,1,#DDD23B,其他路段,普通重型-機車;計程車-小客車
5398,121.612298,25.052932000000002,2,3,#DDD23B,其他路段,普通重型-機車;租賃車-小客車;普通重型-機車
5399,121.50713200000001,25.040678,1,1,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5400,121.473708,25.13181,1,1,#DDD23B,其他路段,自用-小貨車;普通重型-機車;自用-小客車
5401,121.538991,25.047104,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5402,121.517403,25.04549,1,1,#DDD23B,公園路,普通重型-機車
5403,121.51058300000001,25.04736,1,1,#DDD23B,中華路1段,自用-小客車;普通重型-機車
5404,121.56959199999999,25.079705999999998,2,3,#DDD23B,其他路段,普通輕型-機車;普通重型-機車
5405,121.54941699999999,25.082704,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5406,121.54928500000001,25.047673,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5407,121.523945,25.026774,1,1,#DDD23B,和平東路1、2、3段,自用-小客車;普通重型-機車
5408,121.57632,25.03924,1,1,#DDD23B,其他路段,自用-小客車;普通重型-機車
5410,121.536596,25.061313000000002,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
5411,121.553182,25.03952,2,3,#DDD23B,其他路段,普通重型-機車;行人-人
5412,121.519474,25.062602,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車;自用-小客車
5413,121.55237,25.052726999999997,1,1,#DDD23B,健康路,自用-小客車;普通重型-機車
5414,121.519474,25.062602,3,5,#DDD23B,其他路段,普通重型-機車;普通重型-機車;普通重型-機車
5415,121.558079,25.019876999999997,1,1,#DDD23B,和平東路1、2、3段,普通重型-機車;計程車-小客車
5416,121.543328,25.031006,1,1,#DDD23B,其他路段,計程車-小客車;普通重型-機車
