Player,Assister,Make,AvgPoints,Age,AvgBLK,AvgSTL,AvgAST,Avg3points,Team
BrookLopez,Eric Bledsoe,80,14.2,29,1.3,1.05,3.35,0.347,MIL
MalcolmBrogdon,Eric Bledsoe,24,15.75,29,0.3,1.1,4.35,0.3775,MIL
KhrisMiddleton,Tony Snell,5,12.15,27,0.15,0.7,2.6,0.3875,MIL
ThonMaker,Malcolm Brogdon,12,10.15,26,0.35,0.5,1.85,0.3795,MIL
MalcolmBrogdon,Khris Middleton,33,16.95,27,0.15,0.85,3.75,0.402,MIL
ThonMaker,George Hill,4,6.3,32,0.45,0.6,1.5,0.317,MIL
ThonMaker,George Hill,4,5.75,32,0.3,0.6,1.3,0.3065,MIL
GiannisAntetokounmpo,George Hill,17,17.25,32,0.8,1.1,4,0.268,MIL
D.J.Wilson,Khris Middleton,13,12.05,27,0.25,0.7,2.7,0.37,MIL
KhrisMiddleton,Eric Bledsoe,54,17.1,29,0.25,1.25,4.9,0.3535,MIL
EricBledsoe,Giannis Antetokounmpo,52,21.8,24,0.95,1.4,5.7,0.2925,MIL
EricBledsoe,George Hill,6,11.35,32,0.25,1.2,3.8,0.3045,MIL
SterlingBrown,Brook Lopez,3,9.45,30,1.15,0.5,1.3,0.363,MIL
SterlingBrown,Pat Connaughton,8,6.65,26,0.25,0.45,1.7,0.3455,MIL
SterlingBrown,Eric Bledsoe,24,11.15,29,0.25,0.95,3.45,0.345,MIL
EricBledsoe,Tony Snell,4,10.95,27,0.3,0.95,3.2,0.363,MIL
ThonMaker,Markieff Morris,1,7.2,29,0.6,0.45,1.05,0.3275,MIL
ThonMaker,Jaylen Morris,1,3.6,23,0.25,0.4,0.75,0.333,MIL
BrookLopez,Pat Connaughton,20,9.7,26,1.3,0.55,1.6,0.3475,MIL
TonySnell,Pat Connaughton,8,6.45,26,0.3,0.45,1.45,0.3635,MIL
GiannisAntetokounmpo,Brook Lopez,16,20.1,30,1.85,0.95,3.55,0.3105,MIL
PatConnaughton,Giannis Antetokounmpo,27,17.3,24,0.95,0.9,3.95,0.293,MIL
Ersanİlyasova,Giannis Antetokounmpo,26,17.25,24,0.9,0.9,3.35,0.3095,MIL
DonteDiVincenzo,George Hill,1,5.85,32,0.15,0.7,1.6,0.2725,MIL
GiannisAntetokounmpo,Tony Snell,14,16.85,27,0.85,0.85,3.4,0.3265,MIL
GeorgeHill,Giannis Antetokounmpo,15,17.25,24,0.8,1.1,4,0.268,MIL
MalcolmBrogdon,Giannis Antetokounmpo,85,21.65,24,0.85,1,4.55,0.341,MIL
GeorgeHill,Ersan İlyasova,2,6.8,31,0.2,0.7,1.45,0.3215,MIL
SterlingBrown,Giannis Antetokounmpo,19,17.05,24,0.8,0.85,3.65,0.3085,MIL
EricBledsoe,D.J. Wilson,3,10.85,22,0.4,0.95,3.3,0.3455,MIL
TonySnell,D.J. Wilson,8,5.9,22,0.3,0.4,1,0.3795,MIL
KhrisMiddleton,Sterling Brown,8,12.35,23,0.1,0.7,2.85,0.3695,MIL
D.J.Wilson,George Hill,7,6.3,32,0.25,0.65,1.6,0.321,MIL
SterlingBrown,Thon Maker,4,5.55,21,0.3,0.35,0.95,0.347,MIL
TonySnell,Eric Bledsoe,24,10.95,29,0.3,0.95,3.2,0.363,MIL
DonteDiVincenzo,Jaylen Morris,1,3.7,23,0.1,0.5,1.05,0.299,MIL
PatConnaughton,Eric Bledsoe,23,11.4,29,0.4,1,3.75,0.3295,MIL
KhrisMiddleton,Brook Lopez,20,15.4,30,1.15,0.8,2.75,0.3715,MIL
D.J.Wilson,Giannis Antetokounmpo,11,16.75,24,0.95,0.85,3.5,0.309,MIL
BrookLopez,Sterling Brown,9,9.45,23,1.15,0.5,1.3,0.363,MIL
GeorgeHill,Brook Lopez,4,9.65,30,1.15,0.75,1.65,0.3225,MIL
MalcolmBrogdon,George Hill,8,11.2,32,0.15,0.8,2.65,0.353,MIL
D.J.Wilson,Malcolm Brogdon,8,10.7,26,0.3,0.55,2.15,0.394,MIL
EricBledsoe,Malcolm Brogdon,19,15.75,26,0.3,1.1,4.35,0.3775,MIL
D.J.Wilson,Brook Lopez,5,9.15,30,1.3,0.5,1.15,0.3635,MIL
Ersanİlyasova,Tony Snell,9,6.4,27,0.25,0.45,0.85,0.38,MIL
EricBledsoe,Ersan İlyasova,5,11.35,31,0.35,1,3.15,0.346,MIL
KhrisMiddleton,D.J. Wilson,13,12.05,22,0.25,0.7,2.7,0.37,MIL
MalcolmBrogdon,Sterling Brown,6,11,23,0.15,0.55,2.3,0.3935,MIL
MalcolmBrogdon,Pat Connaughton,9,11.25,26,0.3,0.6,2.6,0.378,MIL
Ersanİlyasova,Malcolm Brogdon,15,11.2,26,0.25,0.6,2,0.3945,MIL
EricBledsoe,Sterling Brown,12,11.15,23,0.25,0.95,3.45,0.345,MIL
GeorgeHill,Sterling Brown,4,6.6,23,0.1,0.65,1.75,0.3205,MIL
MalcolmBrogdon,Brook Lopez,17,14.05,30,1.2,0.65,2.2,0.3955,MIL
Ersanİlyasova,Khris Middleton,21,12.55,27,0.2,0.75,2.55,0.3705,MIL
Ersanİlyasova,Sterling Brown,3,6.6,23,0.2,0.45,1.1,0.362,MIL
Ersanİlyasova,George Hill,6,6.8,32,0.2,0.7,1.45,0.3215,MIL
BrookLopez,George Hill,9,9.65,32,1.15,0.75,1.65,0.3225,MIL
BrookLopez,Malcolm Brogdon,26,14.05,26,1.2,0.65,2.2,0.3955,MIL
Ersanİlyasova,Eric Bledsoe,28,11.35,29,0.35,1,3.15,0.346,MIL
SterlingBrown,Malcolm Brogdon,8,11,26,0.15,0.55,2.3,0.3935,MIL
KhrisMiddleton,Ersan İlyasova,6,12.55,31,0.2,0.75,2.55,0.3705,MIL
MalcolmBrogdon,Ersan İlyasova,11,11.2,31,0.25,0.6,2,0.3945,MIL
JohnHenson,Khris Middleton,4,11.95,27,0.45,0.75,2.65,0.3665,MIL
JohnHenson,Eric Bledsoe,5,10.75,29,0.6,1,3.25,0.342,MIL
JohnHenson,Malcolm Brogdon,8,10.6,26,0.5,0.6,2.1,0.3905,MIL
MalcolmBrogdon,John Henson,4,10.6,28,0.5,0.6,2.1,0.3905,MIL
DonteDiVincenzo,Giannis Antetokounmpo,12,16.3,24,0.85,0.9,3.5,0.2605,MIL
TonySnell,Donte DiVincenzo,6,5.45,22,0.2,0.45,1,0.331,MIL
MalcolmBrogdon,Donte DiVincenzo,6,10.25,22,0.2,0.6,2.15,0.3455,MIL
DonteDiVincenzo,Eric Bledsoe,7,10.4,29,0.3,1,3.3,0.297,MIL
TonySnell,Matthew Dellavedova,1,3.85,28,0.1,0.3,1.65,0.3805,MIL
ThonMaker,Tony Snell,5,5.35,27,0.35,0.35,0.7,0.365,MIL
ThonMaker,Matthew Dellavedova,3,5.45,28,0.4,0.3,2.25,0.329,MIL
ThonMaker,Matthew Dellavedova,3,3.2,28,0.25,0.25,1.45,0.3485,MIL
PatConnaughton,Matthew Dellavedova,7,4.3,28,0.2,0.35,2.2,0.347,MIL
ThonMaker,Pat Connaughton,6,5.8,26,0.45,0.4,1.25,0.3315,MIL
PatConnaughton,Khris Middleton,14,12.6,27,0.25,0.75,3.15,0.354,MIL
PatConnaughton,Ersan İlyasova,8,6.85,31,0.35,0.5,1.4,0.3465,MIL
Ersanİlyasova,Donte DiVincenzo,3,5.85,22,0.25,0.5,0.95,0.314,MIL
Ersanİlyasova,John Henson,2,6.2,28,0.55,0.5,0.9,0.359,MIL
JohnHenson,Giannis Antetokounmpo,2,16.65,24,1.15,0.9,3.45,0.3055,MIL
ChristianWood,Khris Middleton,1,10.55,27,0.05,0.5,2.25,0.489,MIL
DonteDiVincenzo,Khris Middleton,3,11.6,27,0.15,0.75,2.7,0.3215,MIL
KhrisMiddleton,Donte DiVincenzo,3,11.6,22,0.15,0.75,2.7,0.3215,MIL
DonteDiVincenzo,Pat Connaughton,2,5.9,26,0.3,0.5,1.55,0.2975,MIL
BrookLopez,Donte DiVincenzo,4,8.7,22,1.2,0.55,1.15,0.315,MIL
JohnHenson,Matthew Dellavedova,3,3.65,28,0.4,0.35,1.7,0.3595,MIL
PatConnaughton,Donte DiVincenzo,4,5.9,22,0.3,0.5,1.55,0.2975,MIL
MatthewDellavedova,Sterling Brown,1,4.05,23,0.05,0.3,1.9,0.3625,MIL
PatConnaughton,Malcolm Brogdon,9,11.25,26,0.3,0.6,2.6,0.378,MIL
MatthewDellavedova,Donte DiVincenzo,1,3.3,22,0.1,0.35,1.75,0.3145,MIL
EricBledsoe,Pat Connaughton,13,11.4,26,0.4,1,3.75,0.3295,MIL
KhrisMiddleton,Pat Connaughton,12,12.6,26,0.25,0.75,3.15,0.354,MIL
BrookLopez,Tony Snell,9,9.25,27,1.2,0.5,1.05,0.381,MIL
GiannisAntetokounmpo,Pat Connaughton,13,17.3,26,0.95,0.9,3.95,0.293,MIL
DonteDiVincenzo,John Henson,6,5.25,28,0.5,0.5,1.05,0.31,MIL
JohnHenson,Ersan İlyasova,1,6.2,31,0.55,0.5,0.9,0.359,MIL
BrookLopez,Matthew Dellavedova,2,7.1,28,1.1,0.4,1.8,0.3645,MIL
Ersanİlyasova,Pat Connaughton,9,6.85,26,0.35,0.5,1.4,0.3465,MIL
GiannisAntetokounmpo,Ersan İlyasova,5,17.25,31,0.9,0.9,3.35,0.3095,MIL
BrookLopez,Ersan İlyasova,3,9.65,31,1.25,0.55,1,0.364,MIL
GiannisAntetokounmpo,D.J. Wilson,2,16.75,22,0.95,0.85,3.5,0.309,MIL
GiannisAntetokounmpo,Nikola Mirotić,2,19.65,27,1.05,1,3.65,0.306,MIL
PatConnaughton,Pau Gasol,1,4.1,38,0.35,0.25,1.35,0.3315,MIL
NikolaMirotić,Eric Bledsoe,13,13.75,29,0.5,1.1,3.45,0.3425,MIL
PauGasol,Malcolm Brogdon,1,8.45,26,0.25,0.35,1.95,0.3795,MIL
NikolaMirotić,Khris Middleton,8,14.95,27,0.35,0.85,2.85,0.367,MIL
PatConnaughton,Nikola Mirotić,3,9.25,27,0.5,0.6,1.7,0.343,MIL
NikolaMirotić,Brook Lopez,3,12.05,30,1.4,0.65,1.3,0.3605,MIL
NikolaMirotić,Tony Snell,4,8.8,27,0.4,0.55,1.15,0.3765,MIL
TonySnell,Ersan İlyasova,5,6.4,31,0.25,0.45,0.85,0.38,MIL
NikolaMirotić,Giannis Antetokounmpo,6,19.65,24,1.05,1,3.65,0.306,MIL
ChristianWood,Pat Connaughton,3,4.85,26,0.2,0.25,1.1,0.465,MIL
TonySnell,Pau Gasol,1,3.65,38,0.25,0.2,0.8,0.365,MIL
BrookLopez,Nikola Mirotić,3,12.05,27,1.4,0.65,1.3,0.3605,MIL
BrookLopez,Isaiah Canaan,1,7,27,1.25,0.3,1,0.3825,MIL
PatConnaughton,George Hill,10,6.85,32,0.25,0.7,2.05,0.305,MIL
SterlingBrown,Tim Frazier,4,6.35,28,0.1,0.4,2.45,0.389,MIL
PatConnaughton,Brook Lopez,5,9.7,30,1.3,0.55,1.6,0.3475,MIL
EricBledsoe,Tim Frazier,2,11.1,28,0.25,0.95,4.5,0.373,MIL
GeorgeHill,Tim Frazier,2,6.45,28,0.1,0.7,3.25,0.34,MIL
GeorgeHill,Tim Frazier,2,6.55,28,0.1,0.65,2.8,0.3485,MIL
D.J.Wilson,Tim Frazier,6,6.05,28,0.25,0.4,2.3,0.3895,MIL
PatConnaughton,D.J. Wilson,4,6.35,22,0.4,0.45,1.55,0.346,MIL
PatConnaughton,Tim Frazier,9,6.6,28,0.25,0.45,2.75,0.3735,MIL
BrookLopez,Tim Frazier,3,9.4,28,1.15,0.5,2.35,0.391,MIL
BonzieColson,Tim Frazier,7,5.6,28,0.1,0.5,1.95,0.3275,MIL
Ersanİlyasova,Tim Frazier,4,6.55,28,0.2,0.45,2.15,0.39,MIL
TimFrazier,Eric Bledsoe,1,11.1,29,0.25,0.95,4.5,0.373,MIL
GiannisAntetokounmpo,Tim Frazier,2,17,28,0.8,0.85,4.7,0.3365,MIL
PatConnaughton,Sterling Brown,6,6.65,23,0.25,0.45,1.7,0.3455,MIL
TimFrazier,Brook Lopez,3,9.4,30,1.15,0.5,2.35,0.391,MIL
GeorgeHill,Eric Bledsoe,3,11.35,29,0.25,1.2,3.8,0.3045,MIL
Ersanİlyasova,D.J. Wilson,2,6.3,22,0.35,0.45,0.95,0.3625,MIL
D.J.Wilson,Pat Connaughton,6,6.35,26,0.4,0.45,1.55,0.346,MIL
Ersanİlyasova,Nikola Mirotić,2,9.2,27,0.45,0.6,1.1,0.3595,MIL
BonzieColson,Brook Lopez,1,8.7,30,1.15,0.6,0.8,0.3015,MIL
GeorgeHill,Bonzie Colson,2,5.85,23,0.1,0.75,1.25,0.259,MIL
BrookLopez,D.J. Wilson,2,9.15,22,1.3,0.5,1.15,0.3635,MIL
GeorgeHill,Tony Snell,4,6.4,27,0.15,0.65,1.5,0.3385,MIL
GeorgeHill,D.J. Wilson,5,6.3,22,0.25,0.65,1.6,0.321,MIL
D.J.Wilson,Tony Snell,2,5.9,27,0.3,0.4,1,0.3795,MIL
NikolaMirotić,Pat Connaughton,2,9.25,26,0.5,0.6,1.7,0.343,MIL
D.J.Wilson,Isaiah Canaan,1,3.65,27,0.35,0.2,0.95,0.381,MIL
ChristianWood,Isaiah Canaan,1,7.1,27,0.3,0.4,1.6,0.35,MIL
ChristianWood,Isaiah Canaan,1,2.15,27,0.15,0,0.5,0.5,MIL
NikolaMirotić,Malcolm Brogdon,5,13.6,26,0.4,0.7,2.3,0.391,MIL
KhrisMiddleton,Nikola Mirotić,4,14.95,27,0.35,0.85,2.85,0.367,MIL
EricBledsoe,Nikola Mirotić,2,13.75,27,0.5,1.1,3.45,0.3425,MIL
MalcolmBrogdon,Nikola Mirotić,2,13.6,27,0.4,0.7,2.3,0.391,MIL
Ersanİlyasova,Trevon Duval,1,4.25,20,0.15,0.25,0.75,0.6815,MIL
SterlingBrown,Tony Snell,2,6.2,27,0.15,0.4,1.15,0.379,MIL
EricBledsoe,Thon Maker,3,10.3,21,0.45,0.9,3,0.331,MIL
SterlingBrown,Matthew Dellavedova,2,4.05,28,0.05,0.3,1.9,0.3625,MIL
GiannisAntetokounmpo,Matthew Dellavedova,3,14.7,28,0.75,0.75,4.15,0.31,MIL
ChristianWood,Markieff Morris,2,8.8,29,0.45,0.45,0.9,0.3405,MIL
ChristianWood,Jaylen Morris,2,2.65,23,0,0.25,0.6,0.4665,MIL
D.J.Wilson,Matthew Dellavedova,2,3.75,28,0.2,0.3,1.75,0.363,MIL
MalcolmBrogdon,Matthew Dellavedova,2,8.65,28,0.1,0.45,2.8,0.395,MIL
KhrisMiddleton,Thon Maker,1,11.5,21,0.3,0.65,2.4,0.3555,MIL
PatConnaughton,Tony Snell,1,6.45,27,0.3,0.45,1.45,0.3635,MIL
Ersanİlyasova,Thon Maker,2,5.75,21,0.4,0.4,0.65,0.348,MIL
GiannisAntetokounmpo,Thon Maker,3,16.2,21,1,0.8,3.2,0.2945,MIL
GiannisAntetokounmpo,Donte DiVincenzo,3,16.3,22,0.85,0.9,3.5,0.2605,MIL
MatthewDellavedova,Giannis Antetokounmpo,1,14.7,24,0.75,0.75,4.15,0.31,MIL
JasonSmith,Malcolm Brogdon,1,8.9,26,0.25,0.5,1.7,0.3795,MIL
DonteDiVincenzo,Ersan İlyasova,2,5.85,31,0.25,0.5,0.95,0.314,MIL
DonteDiVincenzo,Malcolm Brogdon,4,10.25,26,0.2,0.6,2.15,0.3455,MIL
ThonMaker,Ersan İlyasova,1,5.75,31,0.4,0.4,0.65,0.348,MIL
ThonMaker,Khris Middleton,1,11.5,27,0.3,0.65,2.4,0.3555,MIL
MalcolmBrogdon,Thon Maker,1,10.15,21,0.35,0.5,1.85,0.3795,MIL
MatthewDellavedova,Tony Snell,1,3.85,27,0.1,0.3,1.65,0.3805,MIL
Ersanİlyasova,Brook Lopez,1,9.65,30,1.25,0.55,1,0.364,MIL
ThonMaker,John Henson,1,5.15,28,0.65,0.4,0.75,0.344,MIL
DonteDiVincenzo,Tony Snell,1,5.45,27,0.2,0.45,1,0.331,MIL
EricBledsoe,John Henson,1,10.75,28,0.6,1,3.25,0.342,MIL
SterlingBrown,Christian Wood,2,4.6,23,0.05,0.2,0.8,0.4805,MIL
ChristianWood,Matthew Dellavedova,2,7.05,28,0.25,0.3,2.1,0.342,MIL
ChristianWood,Matthew Dellavedova,2,2.25,28,0,0.1,1.3,0.482,MIL
JaylenMorris,Matthew Dellavedova,2,2.1,28,0,0.35,1.7,0.3485,MIL
JaylenMorris,Sterling Brown,1,4.45,23,0.05,0.45,1.2,0.347,MIL
JohnHenson,Donte DiVincenzo,1,5.25,22,0.5,0.5,1.05,0.31,MIL
PatConnaughton,Thon Maker,2,5.8,21,0.45,0.4,1.25,0.3315,MIL
TonySnell,Brook Lopez,2,9.25,30,1.2,0.5,1.05,0.381,MIL
NikolaMirotić,George Hill,2,11.4,32,0.4,0.8,1.75,0.3395,MIL
NikolaMirotić,Solomon Hill,2,10.5,27,0.5,0.6,1.2,0.3425,MIL
NikolaMirotić,George Hill,2,9.2,32,0.35,0.8,1.75,0.318,MIL
D.J.Wilson,Ersan İlyasova,2,6.3,31,0.35,0.45,0.95,0.3625,MIL
TonySnell,Nikola Mirotić,1,8.8,27,0.4,0.55,1.15,0.3765,MIL
D.J.Wilson,Nikola Mirotić,1,8.7,27,0.5,0.55,1.25,0.359,MIL
SterlingBrown,Bonzie Colson,1,5.65,23,0.1,0.5,0.9,0.2995,MIL
TimFrazier,George Hill,1,6.45,32,0.1,0.7,3.25,0.34,MIL
TimFrazier,Solomon Hill,1,4.65,27,0.15,0.5,2.85,0.334,MIL
TimFrazier,George Hill,1,6.55,32,0.1,0.65,2.8,0.3485,MIL
BonzieColson,Khris Middleton,2,11.6,27,0.1,0.8,2.35,0.308,MIL
TimFrazier,Khris Middleton,1,12.3,27,0.1,0.7,3.9,0.3975,MIL
KhrisMiddleton,Tim Frazier,3,12.3,28,0.1,0.7,3.9,0.3975,MIL
TimFrazier,Pat Connaughton,1,6.6,26,0.25,0.45,2.75,0.3735,MIL
BonzieColson,George Hill,1,5.85,32,0.1,0.75,1.25,0.259,MIL
TimFrazier,D.J. Wilson,3,6.05,22,0.25,0.4,2.3,0.3895,MIL
TimFrazier,Sterling Brown,1,6.35,23,0.1,0.4,2.45,0.389,MIL
BonzieColson,Pat Connaughton,1,5.9,26,0.25,0.55,1.2,0.284,MIL
SterlingBrown,Ersan İlyasova,1,6.6,31,0.2,0.45,1.1,0.362,MIL
JasonSmith,Pat Connaughton,2,4.55,26,0.35,0.4,1.1,0.3315,MIL
PatConnaughton,Jason Smith,1,4.55,32,0.35,0.4,1.1,0.3315,MIL
JasonSmith,George Hill,1,5.45,32,0.25,0.55,1.5,0.33,MIL
JasonSmith,George Hill,1,4.5,32,0.2,0.6,1.15,0.3065,MIL
JasonSmith,Solomon Hill,1,4.15,27,0.1,0.25,0.9,0.3015,MIL
NikolaMirotić,Sterling Brown,1,9,23,0.35,0.55,1.4,0.3585,MIL
PatConnaughton,Trevon Duval,1,4.3,20,0.2,0.25,1.35,0.665,MIL
DarioŠarić,Tyus Jones,53,8.7,22,0.1,0.9,3.15,0.35,MIN
DerrickRose,Andrew Wiggins,16,18.05,23,0.45,0.8,3.4,0.3545,MIN
AndrewWiggins,Jeff Teague,61,15.1,30,0.55,1,5.35,0.336,MIN
DerrickRose,Gorgui Dieng,7,12.2,29,0.35,0.6,2.6,0.3545,MIN
RobertCovington,Karl-Anthony Towns,18,19.45,23,1.35,1.6,2.45,0.386,MIN
Karl-AnthonyTowns,Jeff Teague,106,18.25,30,1,0.95,5.8,0.3665,MIN
Karl-AnthonyTowns,Taj Gibson,19,17.6,33,1.1,0.85,2.3,0.362,MIN
Karl-AnthonyTowns,Andrew Wiggins,57,21.25,23,1.15,0.95,2.95,0.3695,MIN
DarioŠarić,Jeff Teague,26,11.3,30,0.25,0.8,4.85,0.358,MIN
DerrickRose,Jeff Teague,15,15.05,30,0.3,0.8,6.25,0.3515,MIN
DerrickRose,Dario Šarić,7,14.25,24,0.15,0.6,2.9,0.3765,MIN
DerrickRose,Robert Covington,3,16.25,28,0.65,1.45,2.9,0.371,MIN
AndrewWiggins,Karl-Anthony Towns,72,21.25,23,1.15,0.95,2.95,0.3695,MIN
Karl-AnthonyTowns,Derrick Rose,55,21.2,30,0.9,0.75,3.85,0.385,MIN
DerrickRose,Karl-Anthony Towns,19,21.2,23,0.9,0.75,3.85,0.385,MIN
Karl-AnthonyTowns,Dario Šarić,32,17.45,24,0.85,0.75,2.45,0.3915,MIN
JoshOkogie,Gorgui Dieng,7,7.05,29,0.45,0.9,1.05,0.309,MIN
Karl-AnthonyTowns,Anthony Tolliver,6,14.7,33,0.95,0.6,2.05,0.3885,MIN
TajGibson,Karl-Anthony Towns,39,17.6,23,1.1,0.85,2.3,0.362,MIN
JamesNunnally,Jerryd Bayless,1,4.1,30,0.05,0.3,1.95,0.3405,MIN
JamesNunnally,Gorgui Dieng,1,4.25,29,0.25,0.35,0.65,0.362,MIN
JerrydBayless,Josh Okogie,3,6.9,20,0.25,0.85,2.35,0.2875,MIN
RobertCovington,Jerryd Bayless,4,10.3,30,0.6,1.4,2.5,0.334,MIN
JoshOkogie,Dario Šarić,17,9.1,24,0.25,0.9,1.35,0.331,MIN
JerrydBayless,Robert Covington,1,10.3,28,0.6,1.4,2.5,0.334,MIN
TyusJones,Andrew Wiggins,12,12.5,23,0.4,1.1,3.65,0.328,MIN
DarioŠarić,Josh Okogie,17,9.1,20,0.25,0.9,1.35,0.331,MIN
GorguiDieng,Jerryd Bayless,18,6.25,30,0.3,0.55,2.2,0.3175,MIN
Karl-AnthonyTowns,Tyus Jones,86,15.65,22,0.85,1.05,4.1,0.3585,MIN
AndrewWiggins,Robert Covington,6,16.3,28,0.9,1.65,2,0.3555,MIN
DarioŠarić,Derrick Rose,25,14.25,30,0.15,0.6,2.9,0.3765,MIN
GorguiDieng,Dario Šarić,13,8.45,24,0.3,0.6,1.2,0.361,MIN
RobertCovington,Tyus Jones,11,10.7,22,0.6,1.75,3.15,0.3445,MIN
TajGibson,Jeff Teague,64,11.45,30,0.5,0.9,4.7,0.3285,MIN
JeffTeague,Derrick Rose,10,15.05,30,0.3,0.8,6.25,0.3515,MIN
AndrewWiggins,Derrick Rose,17,18.05,30,0.45,0.8,3.4,0.3545,MIN
DarioŠarić,Karl-Anthony Towns,34,17.45,23,0.85,0.75,2.45,0.3915,MIN
RobertCovington,Dario Šarić,3,11.95,24,0.7,1.35,1.45,0.3715,MIN
RobertCovington,Dario Šarić,3,11.2,24,1,1.05,1.55,0.345,MIN
RobertCovington,Dario Šarić,3,12.5,24,0.6,1.45,1.5,0.3775,MIN
DerrickRose,Tyus Jones,17,12.45,22,0.15,0.9,4.55,0.3435,MIN
GorguiDieng,Jeff Teague,8,9.25,30,0.45,0.8,4.55,0.336,MIN
JoshOkogie,Derrick Rose,10,12.85,30,0.3,0.9,2.75,0.3245,MIN
JoshOkogie,Karl-Anthony Towns,23,16.05,23,1,1.05,2.3,0.3395,MIN
DerrickRose,Josh Okogie,3,12.85,20,0.3,0.9,2.75,0.3245,MIN
GorguiDieng,Derrick Rose,21,12.2,30,0.35,0.6,2.6,0.3545,MIN
DarioŠarić,Andrew Wiggins,15,14.3,23,0.4,0.8,2,0.361,MIN
RobertCovington,Jeff Teague,19,13.3,30,0.75,1.65,4.85,0.3525,MIN
JoshOkogie,Tyus Jones,27,7.3,22,0.25,1.2,3,0.298,MIN
RobertCovington,Andrew Wiggins,10,16.3,23,0.9,1.65,2,0.3555,MIN
Karl-AnthonyTowns,Robert Covington,8,19.45,28,1.35,1.6,2.45,0.386,MIN
GorguiDieng,Josh Okogie,6,7.05,20,0.45,0.9,1.05,0.309,MIN
GorguiDieng,Tyus Jones,35,6.65,22,0.3,0.9,2.85,0.328,MIN
TajGibson,Tyus Jones,20,8.85,22,0.35,1,3,0.3205,MIN
AnthonyTolliver,Tyus Jones,28,5.95,22,0.2,0.75,2.75,0.347,MIN
AndrewWiggins,Tyus Jones,30,12.5,22,0.4,1.1,3.65,0.328,MIN
AndrewWiggins,Josh Okogie,6,12.9,20,0.55,1.1,1.85,0.309,MIN
TyusJones,Karl-Anthony Towns,7,15.65,23,0.85,1.05,4.1,0.3585,MIN
TyusJones,Robert Covington,3,10.7,28,0.6,1.75,3.15,0.3445,MIN
AndrewWiggins,Taj Gibson,17,14.45,33,0.65,0.9,1.85,0.3315,MIN
AndrewWiggins,Anthony Tolliver,4,11.55,33,0.5,0.65,1.6,0.358,MIN
AndrewWiggins,Gorgui Dieng,20,12.25,29,0.6,0.8,1.7,0.339,MIN
JeffTeague,Josh Okogie,3,9.9,20,0.4,1.1,4.7,0.306,MIN
AnthonyTolliver,Josh Okogie,5,6.35,20,0.35,0.75,0.95,0.328,MIN
AnthonyTolliver,Jared Terrell,3,3.6,23,0.2,0.25,0.8,0.306,MIN
TyusJones,Dario Šarić,4,8.7,24,0.1,0.9,3.15,0.35,MIN
RobertCovington,Derrick Rose,11,16.25,30,0.65,1.45,2.9,0.371,MIN
DerrickRose,Taj Gibson,13,14.4,33,0.4,0.7,2.75,0.347,MIN
RobertCovington,Taj Gibson,7,12.65,33,0.85,1.55,1.35,0.348,MIN
DarioŠarić,Jerryd Bayless,12,8.3,30,0.1,0.55,2.5,0.3395,MIN
GorguiDieng,Andrew Wiggins,14,12.25,23,0.6,0.8,1.7,0.339,MIN
TajGibson,Andrew Wiggins,20,14.45,23,0.65,0.9,1.85,0.3315,MIN
TajGibson,Derrick Rose,32,14.4,30,0.4,0.7,2.75,0.347,MIN
DarioŠarić,Robert Covington,5,11.95,28,0.7,1.35,1.45,0.3715,MIN
DarioŠarić,Robert Covington,5,11.2,28,1,1.05,1.55,0.345,MIN
DarioŠarić,Robert Covington,5,12.5,28,0.6,1.45,1.5,0.3775,MIN
Karl-AnthonyTowns,Josh Okogie,27,16.05,20,1,1.05,2.3,0.3395,MIN
TajGibson,Robert Covington,3,12.65,28,0.85,1.55,1.35,0.348,MIN
AndrewWiggins,Jerryd Bayless,13,12.1,30,0.4,0.75,3,0.3175,MIN
JimmyButler,Anthony Tolliver,2,13.15,33,0.65,1.35,2.5,0.3775,MIN
Karl-AnthonyTowns,Jimmy Butler,8,22.85,29,1.3,1.65,3.85,0.389,MIN
AndrewWiggins,Jimmy Butler,4,19.7,29,0.85,1.7,3.4,0.3585,MIN
JoshOkogie,Jimmy Butler,5,14.5,29,0.7,1.8,2.75,0.3285,MIN
JoshOkogie,Jeff Teague,19,9.9,30,0.4,1.1,4.7,0.306,MIN
TajGibson,Jimmy Butler,10,16.05,29,0.8,1.6,2.75,0.351,MIN
JimmyButler,Karl-Anthony Towns,4,22.85,23,1.3,1.65,3.85,0.389,MIN
AnthonyTolliver,Jeff Teague,8,8.55,30,0.35,0.65,4.45,0.355,MIN
JeffTeague,Tyus Jones,1,9.5,22,0.25,1.1,6.5,0.325,MIN
JoshOkogie,Anthony Tolliver,4,6.35,33,0.35,0.75,0.95,0.328,MIN
KeitaBates-Diop,C.J. Williams,2,3.8,28,0.25,0.5,0.7,0.2815,MIN
JamesNunnally,C.J. Williams,1,2.35,28,0,0.25,0.6,0.349,MIN
C.J.Williams,Gorgui Dieng,1,4.5,29,0.25,0.5,0.85,0.326,MIN
KeitaBates-Diop,Anthony Tolliver,5,5,33,0.4,0.45,0.65,0.3135,MIN
GorguiDieng,C.J. Williams,4,4.5,28,0.25,0.5,0.85,0.326,MIN
C.J.Williams,Anthony Tolliver,2,3.8,33,0.15,0.35,0.75,0.345,MIN
