Player,Assister,Make,AvgPoints,Age,AvgBLK,AvgSTL,AvgAST,Avg3points,Team
TyusJones,Josh Okogie,4,7.3,20,0.25,1.2,3,0.298,MIN
JoshOkogie,Taj Gibson,8,9.25,33,0.5,1,1.2,0.3015,MIN
JimmyButler,Taj Gibson,3,16.05,33,0.8,1.6,2.75,0.351,MIN
GorguiDieng,Jimmy Butler,3,13.85,29,0.75,1.5,2.6,0.3585,MIN
TyusJones,Gorgui Dieng,10,6.65,29,0.3,0.9,2.85,0.328,MIN
JeffTeague,Taj Gibson,6,11.45,33,0.5,0.9,4.7,0.3285,MIN
TajGibson,Josh Okogie,9,9.25,20,0.5,1,1.2,0.3015,MIN
JimmyButler,Derrick Rose,6,19.65,30,0.6,1.5,4.3,0.374,MIN
JeffTeague,Jimmy Butler,1,16.7,29,0.7,1.7,6.25,0.3555,MIN
KeitaBates-Diop,Jared Terrell,2,3.6,23,0.3,0.4,0.75,0.2425,MIN
CameronReynolds,Mitch Creek,1,5.5,26,0.05,0.65,0.85,0.206,MIN
GorguiDieng,Anthony Tolliver,7,5.7,33,0.4,0.45,0.8,0.358,MIN
JeffTeague,Andrew Wiggins,5,15.1,23,0.55,1,5.35,0.336,MIN
JimmyButler,Jeff Teague,7,16.7,30,0.7,1.7,6.25,0.3555,MIN
AnthonyTolliver,Derrick Rose,14,11.5,30,0.25,0.45,2.5,0.3735,MIN
TyusJones,Derrick Rose,9,12.45,30,0.15,0.9,4.55,0.3435,MIN
AnthonyTolliver,Jimmy Butler,3,13.15,29,0.65,1.35,2.5,0.3775,MIN
DerrickRose,Jimmy Butler,6,19.65,29,0.6,1.5,4.3,0.374,MIN
JimmyButler,Tyus Jones,4,14.1,22,0.55,1.8,4.55,0.3475,MIN
TyusJones,Jimmy Butler,3,14.1,29,0.55,1.8,4.55,0.3475,MIN
JimmyButler,Gorgui Dieng,1,13.85,29,0.75,1.5,2.6,0.3585,MIN
AnthonyTolliver,Andrew Wiggins,4,11.55,23,0.5,0.65,1.6,0.358,MIN
KeitaBates-Diop,Josh Okogie,3,6.35,20,0.45,0.9,0.9,0.2645,MIN
AnthonyTolliver,Cameron Reynolds,4,5,23,0.2,0.3,0.7,0.3945,MIN
Karl-AnthonyTowns,C.J. Williams,2,13.5,28,0.8,0.65,2.1,0.3565,MIN
CameronReynolds,Jerryd Bayless,6,5.55,30,0.1,0.4,2.1,0.354,MIN
CameronReynolds,Anthony Tolliver,3,5,33,0.2,0.3,0.7,0.3945,MIN
C.J.Williams,Jerryd Bayless,2,4.35,30,0.05,0.45,2.15,0.3045,MIN
Karl-AnthonyTowns,Keita Bates-Diop,8,14.7,23,1.05,0.75,2,0.325,MIN
KeitaBates-Diop,Tyus Jones,5,5.95,22,0.3,0.9,2.7,0.2835,MIN
AndrewWiggins,Dario Šarić,12,14.3,24,0.4,0.8,2,0.361,MIN
JoshOkogie,Andrew Wiggins,14,12.9,23,0.55,1.1,1.85,0.309,MIN
JerrydBayless,Taj Gibson,5,8.45,33,0.35,0.65,2.35,0.31,MIN
CameronReynolds,Taj Gibson,1,7.9,33,0.35,0.55,0.95,0.368,MIN
TyusJones,Taj Gibson,1,8.85,33,0.35,1,3,0.3205,MIN
DarioŠarić,Taj Gibson,2,10.65,33,0.35,0.7,1.35,0.3535,MIN
AnthonyTolliver,Jerryd Bayless,15,5.55,30,0.2,0.4,2.1,0.3365,MIN
KeitaBates-Diop,Karl-Anthony Towns,4,14.7,23,1.05,0.75,2,0.325,MIN
Karl-AnthonyTowns,Cameron Reynolds,2,14.7,23,0.85,0.6,2.05,0.406,MIN
TajGibson,C.J. Williams,1,6.7,28,0.3,0.6,1,0.3185,MIN
C.J.Williams,Cameron Reynolds,1,3.8,23,0.05,0.35,0.75,0.3625,MIN
CameronReynolds,C.J. Williams,2,3.8,28,0.05,0.35,0.75,0.3625,MIN
DarioŠarić,Keita Bates-Diop,3,7.75,23,0.3,0.6,1.05,0.3165,MIN
AnthonyTolliver,Karl-Anthony Towns,5,14.7,23,0.95,0.6,2.05,0.3885,MIN
KeitaBates-Diop,Derrick Rose,3,11.5,30,0.35,0.6,2.45,0.31,MIN
CameronReynolds,Tyus Jones,7,5.95,22,0.1,0.75,2.75,0.3645,MIN
KeitaBates-Diop,Jeff Teague,3,8.55,30,0.45,0.8,4.4,0.2915,MIN
KeitaBates-Diop,Dario Šarić,7,7.75,24,0.3,0.6,1.05,0.3165,MIN
KeitaBates-Diop,Taj Gibson,1,7.9,33,0.55,0.7,0.9,0.287,MIN
CameronReynolds,Gorgui Dieng,2,5.7,29,0.3,0.45,0.8,0.3755,MIN
KeitaBates-Diop,Gorgui Dieng,5,5.7,29,0.5,0.6,0.75,0.2945,MIN
CameronReynolds,Andrew Wiggins,5,11.55,23,0.4,0.65,1.6,0.3755,MIN
C.J.Williams,Dario Šarić,2,6.55,24,0.05,0.5,1.15,0.348,MIN
KeitaBates-Diop,Cameron Reynolds,1,5,23,0.3,0.45,0.65,0.331,MIN
DarioŠarić,Cameron Reynolds,1,7.75,23,0.1,0.45,1.1,0.3975,MIN
JerrydBayless,Karl-Anthony Towns,13,15.25,23,0.85,0.7,3.45,0.348,MIN
JoshOkogie,Cameron Reynolds,1,6.35,23,0.25,0.75,0.95,0.3455,MIN
TajGibson,Jerryd Bayless,4,8.45,30,0.35,0.65,2.35,0.31,MIN
Karl-AnthonyTowns,Jerryd Bayless,21,15.25,30,0.85,0.7,3.45,0.348,MIN
JaredTerrell,Andrew Wiggins,2,10.15,23,0.4,0.6,1.7,0.287,MIN
JaredTerrell,Gorgui Dieng,2,4.3,29,0.3,0.4,0.9,0.287,MIN
Karl-AnthonyTowns,Jared Terrell,1,13.3,23,0.85,0.55,2.15,0.3175,MIN
GorguiDieng,Luol Deng,3,6.75,33,0.45,0.65,0.85,0.3285,MIN
JerrydBayless,Gorgui Dieng,4,6.25,29,0.3,0.55,2.2,0.3175,MIN
LuolDeng,Jerryd Bayless,8,6.6,30,0.25,0.6,2.15,0.307,MIN
JerrydBayless,Derrick Rose,3,12.05,30,0.15,0.55,3.9,0.333,MIN
GorguiDieng,Gorgui Dieng,0,6.4,29,0.5,0.6,0.9,0.339,MIN
JerrydBayless,Dario Šarić,2,8.3,24,0.1,0.55,2.5,0.3395,MIN
LuolDeng,Karl-Anthony Towns,9,15.75,23,1,0.8,2.1,0.359,MIN
GorguiDieng,Isaiah Canaan,4,5.55,27,0.3,0.45,1.8,0.3535,MIN
LuolDeng,Isaiah Canaan,4,5.9,27,0.25,0.5,1.75,0.343,MIN
DarioŠarić,Luol Deng,3,8.8,33,0.25,0.65,1.15,0.3505,MIN
DarioŠarić,Isaiah Canaan,5,8.3,27,0.1,0.55,2.2,0.3595,MIN
DarioŠarić,Isaiah Canaan,5,7.6,27,0.1,0.45,2.1,0.3755,MIN
LuolDeng,Andrew Wiggins,4,12.6,23,0.55,0.85,1.65,0.3285,MIN
JoshOkogie,Jerryd Bayless,7,6.9,30,0.25,0.85,2.35,0.2875,MIN
AndrewWiggins,Luol Deng,1,12.6,33,0.55,0.85,1.65,0.3285,MIN
LuolDeng,Jared Terrell,2,4.65,23,0.25,0.45,0.85,0.2765,MIN
LuolDeng,Derrick Rose,3,12.55,30,0.3,0.65,2.55,0.344,MIN
AnthonyTolliver,Dario Šarić,1,7.75,24,0.2,0.45,1.1,0.38,MIN
LuolDeng,Anthony Tolliver,1,6.05,33,0.35,0.5,0.75,0.3475,MIN
DerrickRose,Jerryd Bayless,2,12.05,30,0.15,0.55,3.9,0.333,MIN
JerrydBayless,Andrew Wiggins,4,12.1,23,0.4,0.75,3,0.3175,MIN
LuolDeng,Keita Bates-Diop,1,6.05,23,0.45,0.65,0.7,0.284,MIN
JoshOkogie,Keita Bates-Diop,1,6.35,23,0.45,0.9,0.9,0.2645,MIN
LuolDeng,Jeff Teague,4,9.6,30,0.4,0.85,4.5,0.3255,MIN
TajGibson,Luol Deng,3,8.95,33,0.5,0.75,1,0.321,MIN
KeitaBates-Diop,Luol Deng,1,6.05,33,0.45,0.65,0.7,0.284,MIN
Karl-AnthonyTowns,Isaiah Canaan,4,14.55,27,0.85,0.6,3.05,0.384,MIN
IsaiahCanaan,Luol Deng,1,5.9,33,0.25,0.5,1.75,0.343,MIN
LuolDeng,Dario Šarić,1,8.8,24,0.25,0.65,1.15,0.3505,MIN
DarioŠarić,Gorgui Dieng,7,8.45,29,0.3,0.6,1.2,0.361,MIN
JoshOkogie,Isaiah Canaan,1,6.2,27,0.25,0.75,1.95,0.3235,MIN
AndrewWiggins,Isaiah Canaan,1,11.4,27,0.4,0.65,2.6,0.3535,MIN
IsaiahCanaan,Karl-Anthony Towns,1,14.55,23,0.85,0.6,3.05,0.384,MIN
GorguiDieng,James Nunnally,1,4.25,28,0.25,0.35,0.65,0.362,MIN
GorguiDieng,Robert Covington,2,10.45,28,0.8,1.45,1.2,0.3555,MIN
JeffTeague,Karl-Anthony Towns,9,18.25,23,1,0.95,5.8,0.3665,MIN
JeffTeague,Robert Covington,1,13.3,28,0.75,1.65,4.85,0.3525,MIN
LuolDeng,Josh Okogie,3,7.4,20,0.4,0.95,1,0.2985,MIN
LuolDeng,James Nunnally,1,4.6,28,0.2,0.4,0.6,0.3515,MIN
JoshOkogie,Luol Deng,2,7.4,33,0.4,0.95,1,0.2985,MIN
TyusJones,Anthony Tolliver,3,5.95,33,0.2,0.75,2.75,0.347,MIN
TajGibson,Gorgui Dieng,2,8.6,29,0.55,0.7,1.05,0.3315,MIN
JamesNunnally,Josh Okogie,1,4.9,20,0.2,0.65,0.8,0.332,MIN
JamesNunnally,Anthony Tolliver,1,3.55,33,0.15,0.2,0.55,0.381,MIN
JimmyButler,Josh Okogie,1,14.5,20,0.7,1.8,2.75,0.3285,MIN
JamesNunnally,Tyus Jones,2,4.5,22,0.05,0.65,2.6,0.351,MIN
Karl-AnthonyTowns,James Nunnally,3,13.25,28,0.8,0.5,1.9,0.3925,MIN
JamesNunnally,Derrick Rose,1,10.05,30,0.1,0.35,2.35,0.3775,MIN
DerrickRose,Anthony Tolliver,5,11.5,33,0.25,0.45,2.5,0.3735,MIN
RobertCovington,Gorgui Dieng,2,10.45,29,0.8,1.45,1.2,0.3555,MIN
KeitaBates-Diop,Jerryd Bayless,5,5.55,30,0.3,0.55,2.05,0.273,MIN
CameronReynolds,Karl-Anthony Towns,1,14.7,23,0.85,0.6,2.05,0.406,MIN
TyusJones,Jeff Teague,2,9.5,30,0.25,1.1,6.5,0.325,MIN
CameronReynolds,Keita Bates-Diop,1,5,23,0.3,0.45,0.65,0.331,MIN
AndrewWiggins,Jared Terrell,2,10.15,23,0.4,0.6,1.7,0.287,MIN
AndrewWiggins,Keita Bates-Diop,1,11.55,23,0.6,0.8,1.55,0.2945,MIN
GorguiDieng,Jared Terrell,1,4.3,23,0.3,0.4,0.9,0.287,MIN
JerrydBayless,Anthony Tolliver,2,5.55,33,0.2,0.4,2.1,0.3365,MIN
GorguiDieng,Keita Bates-Diop,1,5.7,23,0.5,0.6,0.75,0.2945,MIN
GorguiDieng,Cameron Reynolds,2,5.7,23,0.3,0.45,0.8,0.3755,MIN
DarioŠarić,Jared Terrell,1,6.35,23,0.1,0.4,1.2,0.309,MIN
C.J.Williams,Tyus Jones,1,4.75,22,0.05,0.8,2.8,0.315,MIN
AnthonyTolliver,Keita Bates-Diop,1,5,23,0.4,0.45,0.65,0.3135,MIN
KeitaBates-Diop,Andrew Wiggins,1,11.55,23,0.6,0.8,1.55,0.2945,MIN
JerrydBayless,Cameron Reynolds,1,5.55,23,0.1,0.4,2.1,0.354,MIN
DerrickRose,Luol Deng,1,12.55,33,0.3,0.65,2.55,0.344,MIN
IsaiahCanaan,Andrew Wiggins,1,11.4,23,0.4,0.65,2.6,0.3535,MIN
LuolDeng,Gorgui Dieng,1,6.75,29,0.45,0.65,0.85,0.3285,MIN
Karl-AnthonyTowns,Luol Deng,2,15.75,33,1,0.8,2.1,0.359,MIN
TyusJones,Luol Deng,1,7,33,0.25,0.95,2.8,0.3175,MIN
IsaiahCanaan,Jeff Teague,1,8.4,30,0.25,0.65,5.45,0.3505,MIN
AnthonyTolliver,Taj Gibson,1,7.9,33,0.45,0.55,0.95,0.3505,MIN
GorguiDieng,Karl-Anthony Towns,1,15.4,23,1.05,0.75,2.15,0.3695,MIN
JeffTeague,Jerryd Bayless,1,9.1,30,0.25,0.75,5.85,0.3145,MIN
SolomonHill,Tim Frazier,7,4.65,28,0.15,0.5,2.85,0.334,NOP
JuliusRandle,Anthony Davis,37,23.65,25,1.5,1.15,3.5,0.3375,NOP
NikolaMirotić,Julius Randle,11,19.05,24,0.7,0.7,2.1,0.356,NOP
TimFrazier,Julius Randle,9,13.2,24,0.35,0.6,3.75,0.3475,NOP
JuliusRandle,Darius Miller,29,14.8,28,0.45,0.65,2.6,0.3545,NOP
JrueHoliday,Julius Randle,33,21.3,24,0.7,1.15,5.4,0.3345,NOP
JrueHoliday,Anthony Davis,49,23.55,25,1.6,1.6,5.8,0.328,NOP
CheickDiallo,Julius Randle,12,13.7,24,0.55,0.6,1.8,0.297,NOP
AnthonyDavis,Tim Frazier,33,15.45,28,1.25,1.05,4.15,0.341,NOP
TimFrazier,Justin Holiday,16,7.9,29,0.25,1,3,0.357,NOP
TimFrazier,Jrue Holiday,16,13.1,28,0.45,1.05,6.05,0.338,NOP
NikolaMirotić,Darius Miller,6,12.45,28,0.55,0.65,1.6,0.3665,NOP
JuliusRandle,Tim Frazier,25,13.2,28,0.35,0.6,3.75,0.3475,NOP
DariusMiller,Tim Frazier,17,6.6,28,0.2,0.55,3.25,0.358,NOP
AnthonyDavis,Jrue Holiday,121,23.55,28,1.6,1.6,5.8,0.328,NOP
NikolaMirotić,Tim Frazier,17,10.25,28,0.4,0.6,2.7,0.3655,NOP
NikolaMirotić,Tim Frazier,17,10.85,28,0.45,0.6,2.75,0.3595,NOP
NikolaMirotić,Tim Frazier,17,8.95,28,0.35,0.55,2.45,0.3865,NOP
AnthonyDavis,Julius Randle,32,23.65,24,1.5,1.15,3.5,0.3375,NOP
JrueHoliday,Cheick Diallo,1,13.6,22,0.65,1.05,4.1,0.2875,NOP
CheickDiallo,Jrue Holiday,27,13.6,28,0.65,1.05,4.1,0.2875,NOP
JuliusRandle,Jrue Holiday,86,21.3,28,0.7,1.15,5.4,0.3345,NOP
JrueHoliday,Tim Frazier,28,13.1,28,0.45,1.05,6.05,0.338,NOP
E'TwaunMoore,Tim Frazier,23,8.45,28,0.15,0.65,3.15,0.3915,NOP
SolomonHill,Julius Randle,1,12.85,24,0.4,0.6,2.2,0.3305,NOP
TimFrazier,Anthony Davis,7,15.45,25,1.25,1.05,4.15,0.341,NOP
SolomonHill,Jrue Holiday,18,12.75,28,0.5,1.05,4.5,0.321,NOP
NikolaMirotić,Justin Holiday,52,12.85,29,0.55,1.1,1.5,0.3565,NOP
NikolaMirotić,Jrue Holiday,52,18.95,28,0.8,1.15,4.4,0.3465,NOP
FrankJackson,Cheick Diallo,9,7.05,22,0.25,0.45,0.8,0.282,NOP
CheickDiallo,E'Twaun Moore,4,8.95,29,0.35,0.65,1.2,0.341,NOP
AnthonyDavis,E'Twaun Moore,33,18.9,29,1.3,1.2,2.9,0.3815,NOP
DariusMiller,Solomon Hill,6,6.25,27,0.25,0.55,1.7,0.341,NOP
DariusMiller,Anthony Davis,18,17.05,25,1.35,1.1,3,0.348,NOP
E'TwaunMoore,Jrue Holiday,68,16.55,28,0.5,1.2,4.8,0.3785,NOP
WesleyJohnson,Justin Holiday,8,6.95,29,0.35,0.95,1.2,0.3385,NOP
WesleyJohnson,Jrue Holiday,8,12.45,28,0.55,1.05,4.15,0.3525,NOP
JahlilOkafor,Jrue Holiday,24,14.7,28,0.75,0.95,4.2,0.2625,NOP
DariusMiller,Jrue Holiday,42,14.7,28,0.55,1.1,4.9,0.345,NOP
JrueHoliday,Darius Miller,13,14.7,28,0.55,1.1,4.9,0.345,NOP
JrueHoliday,Solomon Hill,10,12.75,27,0.5,1.05,4.5,0.321,NOP
AnthonyDavis,Solomon Hill,4,15.1,27,1.3,1.05,2.6,0.324,NOP
CheickDiallo,Tim Frazier,10,5.5,28,0.3,0.5,2.45,0.3005,NOP
KenrichWilliams,Andrew Harrison,1,3.8,24,0.2,0.5,1.5,0.2665,NOP
AndrewHarrison,Tim Frazier,1,4.25,28,0.1,0.35,2.8,0.283,NOP
AndrewHarrison,Tim Frazier,1,3.25,28,0.05,0.25,2.8,0.2755,NOP
AnthonyDavis,Ian Clark,17,16.3,27,1.25,1,2.75,0.329,NOP
E'TwaunMoore,Julius Randle,25,16.65,24,0.4,0.75,2.5,0.388,NOP
AnthonyDavis,Nikola Mirotić,3,21.3,27,1.6,1.15,2.5,0.3495,NOP
DariusMiller,Ian Clark,9,7.45,27,0.2,0.5,1.85,0.346,NOP
DariusMiller,Frank Jackson,4,8.15,20,0.15,0.5,1.6,0.3395,NOP
KenrichWilliams,Jrue Holiday,13,13.65,28,0.6,1.3,4.75,0.329,NOP
JuliusRandle,E'Twaun Moore,15,16.65,29,0.4,0.75,2.5,0.388,NOP
NikolaMirotić,E'Twaun Moore,12,14.3,29,0.5,0.75,1.5,0.4,NOP
WesleyJohnson,Julius Randle,2,12.55,24,0.45,0.6,1.85,0.362,NOP
WesleyJohnson,Chasson Randle,2,4.15,25,0.25,0.35,1.3,0.3155,NOP
NikolaMirotić,B.J. Johnson,4,9.25,23,0.35,0.5,0.6,0.397,NOP
NikolaMirotić,Stanley Johnson,4,11.05,22,0.45,0.8,1.25,0.3265,NOP
NikolaMirotić,Tyler Johnson,4,13.05,26,0.6,0.8,2.05,0.3555,NOP
NikolaMirotić,Wesley Johnson,4,9.3,31,0.5,0.55,0.9,0.347,NOP
NikolaMirotić,Stanley Johnson,4,11,22,0.45,0.7,1.35,0.346,NOP
NikolaMirotić,Wesley Johnson,4,10.2,31,0.55,0.6,0.85,0.374,NOP
NikolaMirotić,Anthony Davis,27,21.3,25,1.6,1.15,2.5,0.3495,NOP
NikolaMirotić,George Hill,4,11.4,32,0.4,0.8,1.75,0.3395,NOP
NikolaMirotić,Solomon Hill,4,10.5,27,0.5,0.6,1.2,0.3425,NOP
NikolaMirotić,George Hill,4,9.2,32,0.35,0.8,1.75,0.318,NOP
JahlilOkafor,Tim Frazier,3,6.6,28,0.4,0.4,2.55,0.2755,NOP
TimFrazier,Nikola Mirotić,3,10.25,27,0.4,0.6,2.7,0.3655,NOP
TimFrazier,Nikola Mirotić,3,10.85,27,0.45,0.6,2.75,0.3595,NOP
TimFrazier,Nikola Mirotić,3,8.95,27,0.35,0.55,2.45,0.3865,NOP
TimFrazier,George Hill,1,6.45,32,0.1,0.7,3.25,0.34,NOP
TimFrazier,Solomon Hill,1,4.65,27,0.15,0.5,2.85,0.334,NOP
TimFrazier,George Hill,1,6.55,32,0.1,0.65,2.8,0.3485,NOP
IanClark,Jrue Holiday,14,13.95,28,0.45,1,4.65,0.326,NOP
ElfridPayton,Anthony Davis,15,18.25,25,1.4,1.3,5.75,0.3225,NOP
AnthonyDavis,Darius Miller,30,17.05,28,1.35,1.1,3,0.348,NOP
FrankJackson,Anthony Davis,7,17,25,1.2,1,2.5,0.3225,NOP
E'TwaunMoore,Elfrid Payton,25,11.25,24,0.3,0.9,4.75,0.373,NOP
AnthonyDavis,Elfrid Payton,44,18.25,24,1.4,1.3,5.75,0.3225,NOP
ElfridPayton,Julius Randle,20,16,24,0.5,0.85,5.35,0.329,NOP
FrankJackson,Julius Randle,20,14.75,24,0.3,0.55,2.1,0.329,NOP
FrankJackson,Tim Frazier,15,6.55,28,0.05,0.45,2.75,0.3325,NOP
JrueHoliday,Frank Jackson,3,14.65,20,0.4,1,4.4,0.3195,NOP
JahlilOkafor,Frank Jackson,10,8.15,20,0.35,0.35,0.9,0.257,NOP
TimFrazier,Darius Miller,5,6.6,28,0.2,0.55,3.25,0.358,NOP
E'TwaunMoore,Anthony Davis,29,18.9,25,1.3,1.2,2.9,0.3815,NOP
JrueHoliday,Elfrid Payton,28,15.9,24,0.6,1.3,7.65,0.3195,NOP
JahlilOkafor,Julius Randle,7,14.8,24,0.65,0.5,1.9,0.272,NOP
JahlilOkafor,E'Twaun Moore,2,10.05,29,0.45,0.55,1.3,0.316,NOP
DariusMiller,E'Twaun Moore,3,10.05,29,0.25,0.7,2,0.3985,NOP
AnthonyDavis,Frank Jackson,14,17,20,1.2,1,2.5,0.3225,NOP
CheickDiallo,Elfrid Payton,26,8.3,24,0.45,0.75,4.05,0.282,NOP
ElfridPayton,Frank Jackson,5,9.35,20,0.2,0.7,4.35,0.314,NOP
JuliusRandle,Elfrid Payton,54,16,24,0.5,0.85,5.35,0.329,NOP
ElfridPayton,Jrue Holiday,10,15.9,28,0.6,1.3,7.65,0.3195,NOP
TimFrazier,E'Twaun Moore,4,8.45,29,0.15,0.65,3.15,0.3915,NOP
DariusMiller,Julius Randle,31,14.8,24,0.45,0.65,2.6,0.3545,NOP
KenrichWilliams,E'Twaun Moore,1,9,29,0.3,0.9,1.85,0.3825,NOP
FrankJackson,Jrue Holiday,19,14.65,28,0.4,1,4.4,0.3195,NOP
AnthonyDavis,Andrew Harrison,2,13.7,24,1.2,0.8,2.55,0.2655,NOP
JahlilOkafor,Darius Miller,10,8.2,28,0.5,0.45,1.4,0.2825,NOP
DariusMiller,Jahlil Okafor,1,8.2,23,0.5,0.45,1.4,0.2825,NOP
SolomonHill,E'Twaun Moore,3,8.1,29,0.2,0.65,1.6,0.3745,NOP
JrueHoliday,E'Twaun Moore,14,16.55,29,0.5,1.2,4.8,0.3785,NOP
IanClark,Nikola Mirotić,1,11.7,27,0.45,0.55,1.35,0.3475,NOP
IanClark,Tim Frazier,12,5.85,28,0.1,0.45,3,0.339,NOP
JuliusRandle,Nikola Mirotić,8,19.05,27,0.7,0.7,2.1,0.356,NOP
JahlilOkafor,Nikola Mirotić,1,12.45,27,0.75,0.5,0.9,0.284,NOP
IanClark,Anthony Davis,6,16.3,25,1.25,1,2.75,0.329,NOP
E'TwaunMoore,Ian Clark,3,9.3,27,0.15,0.6,1.75,0.3795,NOP
JrueHoliday,Ian Clark,3,13.95,27,0.45,1,4.65,0.326,NOP
JuliusRandle,Ian Clark,11,14.05,27,0.35,0.55,2.35,0.3355,NOP
IanClark,Julius Randle,15,14.05,24,0.35,0.55,2.35,0.3355,NOP
NikolaMirotić,Ian Clark,5,11.7,27,0.45,0.55,1.35,0.3475,NOP
WesleyJohnson,E'Twaun Moore,4,7.8,29,0.25,0.65,1.25,0.406,NOP
KenrichWilliams,Cheick Diallo,2,6.05,22,0.45,0.75,1.15,0.2915,NOP
E'TwaunMoore,Nikola Mirotić,6,14.3,27,0.5,0.75,1.5,0.4,NOP
JuliusRandle,Stanley Johnson,1,13.35,22,0.35,0.7,2.35,0.334,NOP
JuliusRandle,Wesley Johnson,1,12.55,31,0.45,0.6,1.85,0.362,NOP
NikolaMirotić,Elfrid Payton,9,13.65,24,0.6,0.85,4.35,0.341,NOP
JahlilOkafor,Ian Clark,8,7.45,27,0.4,0.35,1.15,0.2635,NOP
ElfridPayton,E'Twaun Moore,4,11.25,29,0.3,0.9,4.75,0.373,NOP
SolomonHill,Darius Miller,5,6.25,28,0.25,0.55,1.7,0.341,NOP
JuliusRandle,Solomon Hill,9,12.85,27,0.4,0.6,2.2,0.3305,NOP
E'TwaunMoore,Frank Jackson,4,10,20,0.1,0.6,1.5,0.373,NOP
SolomonHill,Anthony Davis,4,15.1,25,1.3,1.05,2.6,0.324,NOP
E'TwaunMoore,Solomon Hill,1,8.1,27,0.2,0.65,1.6,0.3745,NOP
E'TwaunMoore,Cheick Diallo,1,8.95,22,0.35,0.65,1.2,0.341,NOP
JuliusRandle,Cheick Diallo,1,13.7,22,0.55,0.6,1.8,0.297,NOP
E'TwaunMoore,Stanley Johnson,2,8.6,22,0.15,0.75,1.75,0.378,NOP
E'TwaunMoore,Wesley Johnson,2,7.8,31,0.25,0.65,1.25,0.406,NOP
JrueHoliday,Stanley Johnson,2,13.25,22,0.45,1.15,4.65,0.3245,NOP
JrueHoliday,Wesley Johnson,2,12.45,31,0.55,1.05,4.15,0.3525,NOP
JrueHoliday,Nikola Mirotić,5,18.95,27,0.8,1.15,4.4,0.3465,NOP
WesleyJohnson,Anthony Davis,9,14.8,25,1.35,1.05,2.25,0.3555,NOP
CheickDiallo,Darius Miller,16,7.1,28,0.4,0.55,1.3,0.3075,NOP
IanClark,Darius Miller,8,7.45,28,0.2,0.5,1.85,0.346,NOP
E'TwaunMoore,Darius Miller,1,10.05,28,0.25,0.7,2,0.3985,NOP
AnthonyDavis,Stanley Johnson,7,15.6,22,1.25,1.15,2.75,0.3275,NOP
AnthonyDavis,Wesley Johnson,7,14.8,31,1.35,1.05,2.25,0.3555,NOP
KenrichWilliams,Darius Miller,7,7.15,28,0.35,0.8,1.95,0.349,NOP
KenrichWilliams,Elfrid Payton,18,8.35,24,0.4,1,4.7,0.3235,NOP
JrueHoliday,Jahlil Okafor,5,14.7,23,0.75,0.95,4.2,0.2625,NOP
JuliusRandle,Frank Jackson,10,14.75,20,0.3,0.55,2.1,0.329,NOP
JahlilOkafor,Elfrid Payton,22,9.4,24,0.55,0.65,4.15,0.257,NOP
FrankJackson,Elfrid Payton,30,9.35,24,0.2,0.7,4.35,0.314,NOP
DariusMiller,Elfrid Payton,16,9.4,24,0.35,0.8,4.85,0.3395,NOP
FrankJackson,Stanley Johnson,3,6.7,22,0.05,0.55,1.35,0.319,NOP
FrankJackson,Wesley Johnson,3,5.9,31,0.15,0.45,0.85,0.347,NOP
CheickDiallo,Stanley Johnson,7,5.65,22,0.3,0.6,1.05,0.287,NOP
CheickDiallo,Wesley Johnson,7,4.85,31,0.4,0.5,0.55,0.315,NOP
CheickDiallo,Frank Jackson,8,7.05,20,0.25,0.45,0.8,0.282,NOP
FrankJackson,Kenrich Williams,7,7.1,24,0.2,0.7,1.45,0.3235,NOP
KenrichWilliams,Solomon Hill,1,5.2,27,0.3,0.75,1.55,0.325,NOP
IanClark,Frank Jackson,2,7.4,20,0.05,0.4,1.35,0.3205,NOP
FrankJackson,Ian Clark,7,7.4,27,0.05,0.4,1.35,0.3205,NOP
E'TwaunMoore,Kenrich Williams,2,9,24,0.3,0.9,1.85,0.3825,NOP
JrueHoliday,Kenrich Williams,7,13.65,24,0.6,1.3,4.75,0.329,NOP
KenrichWilliams,Anthony Davis,9,16,25,1.4,1.3,2.85,0.332,NOP
FrankJackson,E'Twaun Moore,1,10,29,0.1,0.6,1.5,0.373,NOP
FrankJackson,Darius Miller,5,8.15,28,0.15,0.5,1.6,0.3395,NOP
JuliusRandle,Kenrich Williams,15,13.75,24,0.5,0.85,2.45,0.3385,NOP
ElfridPayton,Jahlil Okafor,1,9.4,23,0.55,0.65,4.15,0.257,NOP
IanClark,Elfrid Payton,22,8.65,24,0.25,0.7,4.6,0.3205,NOP
SolomonHill,Jahlil Okafor,2,6.25,23,0.45,0.4,1,0.2585,NOP
CheickDiallo,Kenrich Williams,8,6.05,24,0.45,0.75,1.15,0.2915,NOP
ChristianWood,Ian Clark,4,11.8,27,0.7,0.65,1.2,0.3065,NOP
ChristianWood,Elfrid Payton,13,13.75,24,0.85,0.95,4.2,0.3,NOP
JuliusRandle,Dairis Bertāns,1,12.1,29,0.3,0.4,1.95,0.319,NOP
StanleyJohnson,Jahlil Okafor,1,6.75,23,0.4,0.5,1.15,0.262,NOP
CheickDiallo,Ian Clark,12,6.35,27,0.3,0.45,1.05,0.2885,NOP
IanClark,Cheick Diallo,4,6.35,22,0.3,0.45,1.05,0.2885,NOP
