Team,Player,Assister,Make,AvgPoints,Age,AvgBLK,AvgSTL,AvgAST,Avg3points,alt
DEN,Torrey Craig,Gary Harris,6,9.3,24,0.45,0.75,1.6,0.3315,TorreyCraig
DEN,Gary Harris,Nikola Jokić,85,16.5,23,0.5,1.2,4.75,0.323,GaryHarris
DEN,Malik Beasley,Torrey Craig,9,8.5,28,0.35,0.6,1.1,0.363,MalikBeasley
DEN,Malik Beasley,Paul Millsap,14,11.95,33,0.45,0.95,1.6,0.3835,MalikBeasley
DEN,Trey Lyles,Paul Millsap,2,10.55,33,0.6,0.85,1.7,0.31,TreyLyles
DEN,Monte Morris,Torrey Craig,4,8.05,28,0.3,0.7,2.3,0.369,MonteMorris
DEN,Will Barton,Gary Harris,10,12.2,24,0.4,0.7,2.55,0.3405,WillBarton
DEN,Will Barton,Paul Millsap,10,12.05,33,0.65,0.8,2.45,0.3535,WillBarton
DEN,Mason Plumlee,Paul Millsap,3,10.2,33,0.85,1,2.5,0.2825,MasonPlumlee
DEN,Malik Beasley,Jarred Vanderbilt,2,6.35,19,0.1,0.55,0.7,0.201,MalikBeasley
DEN,Monte Morris,Tyler Lydon,1,5.65,22,0,0.5,1.9,0.407,MonteMorris
DEN,Torrey Craig,Will Barton,5,8.6,28,0.55,0.45,1.95,0.333,TorreyCraig
DEN,Malik Beasley,Juan Hernangómez,7,8.55,23,0.2,0.55,1,0.3835,MalikBeasley
DEN,Jamal Murray,Torrey Craig,11,11.95,28,0.5,0.7,2.9,0.3455,JamalMurray
DEN,Gary Harris,Will Barton,11,12.2,28,0.4,0.7,2.55,0.3405,GaryHarris
DEN,Torrey Craig,Malik Beasley,3,8.5,22,0.35,0.6,1.1,0.363,TorreyCraig
DEN,Mason Plumlee,Torrey Craig,7,6.75,28,0.75,0.65,2,0.262,MasonPlumlee
DEN,Jamal Murray,Gary Harris,16,15.55,24,0.35,0.95,3.5,0.353,JamalMurray
DEN,Nikola Jokić,Juan Hernangómez,10,12.95,23,0.5,0.9,4.05,0.336,NikolaJokić
DEN,Paul Millsap,Gary Harris,23,12.75,24,0.55,1.1,2.1,0.352,PaulMillsap
DEN,Juan Hernangómez,Torrey Craig,7,5.75,28,0.45,0.45,0.9,0.3445,JuanHernangómez
DEN,Thomas Welsh,Jarred Vanderbilt,1,1.5,19,0.05,0.2,0.35,0.2145,ThomasWelsh
DEN,Thomas Welsh,Torrey Craig,1,3.65,28,0.3,0.25,0.75,0.3765,ThomasWelsh
DEN,Jarred Vanderbilt,Thomas Welsh,1,1.5,22,0.05,0.2,0.35,0.2145,JarredVanderbilt
DEN,Juan Hernangómez,Jamal Murray,22,12,21,0.35,0.65,2.8,0.366,JuanHernangómez
DEN,Juan Hernangómez,Nikola Jokić,44,12.95,23,0.5,0.9,4.05,0.336,JuanHernangómez
DEN,Gary Harris,Torrey Craig,4,9.3,28,0.45,0.75,1.6,0.3315,GaryHarris
DEN,Tyler Lydon,Malik Beasley,1,6.1,22,0.05,0.4,0.7,0.401,TylerLydon
DEN,Tyler Lydon,DeVaughn Akoon-Purcell,2,0.95,25,0,0.2,0.55,0.2,TylerLydon
DEN,DeVaughn Akoon-Purcell,Trey Lyles,1,4.75,23,0.2,0.4,1.15,0.1275,DeVaughnAkoon-Purcell
DEN,Malik Beasley,DeVaughn Akoon-Purcell,3,6.15,25,0.05,0.5,1.05,0.201,MalikBeasley
DEN,Juan Hernangómez,Paul Millsap,3,9.2,33,0.55,0.8,1.4,0.365,JuanHernangómez
DEN,Paul Millsap,Juan Hernangómez,5,9.2,23,0.55,0.8,1.4,0.365,PaulMillsap
DEN,Jamal Murray,Trey Lyles,14,13.35,23,0.4,0.7,3.1,0.311,JamalMurray
DEN,Gary Harris,Juan Hernangómez,3,9.35,23,0.3,0.7,1.5,0.352,GaryHarris
DEN,Torrey Craig,Juan Hernangómez,7,5.75,23,0.45,0.45,0.9,0.3445,TorreyCraig
DEN,Trey Lyles,Jamal Murray,22,13.35,21,0.4,0.7,3.1,0.311,TreyLyles
DEN,Nikola Jokić,Trey Lyles,8,14.3,23,0.55,0.95,4.35,0.281,NikolaJokić
DEN,Trey Lyles,Gary Harris,3,10.7,24,0.35,0.75,1.8,0.297,TreyLyles
DEN,DeVaughn Akoon-Purcell,Monte Morris,1,5.7,23,0,0.6,2.25,0.207,DeVaughnAkoon-Purcell
DEN,Jamal Murray,Juan Hernangómez,5,12,23,0.35,0.65,2.8,0.366,JamalMurray
DEN,Trey Lyles,Nikola Jokić,13,14.3,23,0.55,0.95,4.35,0.281,TreyLyles
DEN,Malik Beasley,Gary Harris,6,12.1,24,0.2,0.85,1.7,0.3705,MalikBeasley
DEN,Tyler Lydon,Thomas Welsh,1,1.25,22,0,0.05,0.35,0.4145,TylerLydon
DEN,Monte Morris,Brandon Goodwin,2,5.9,23,0,0.45,2.25,0.3735,MonteMorris
DEN,Juan Hernangómez,Will Barton,1,8.65,28,0.4,0.4,1.85,0.3535,JuanHernangómez
DEN,Tyler Lydon,Mason Plumlee,1,4.35,28,0.45,0.45,1.6,0.3,TylerLydon
DEN,Juan Hernangómez,Brandon Goodwin,2,3.6,23,0.15,0.2,0.85,0.349,JuanHernangómez
DEN,Thomas Welsh,Malik Beasley,1,6.45,22,0.05,0.35,0.85,0.4155,ThomasWelsh
DEN,Thomas Welsh,DeVaughn Akoon-Purcell,1,1.3,25,0,0.15,0.7,0.2145,ThomasWelsh
DEN,Tyler Lydon,Monte Morris,1,5.65,23,0,0.5,1.9,0.407,TylerLydon
DEN,Jamal Murray,Nick Young,1,10.25,33,0.35,0.45,2.65,0.371,JamalMurray
DEN,Will Barton,Trey Lyles,2,10,23,0.45,0.45,2.15,0.2985,WillBarton
DEN,Isaiah Thomas,Juan Hernangómez,1,6.95,23,0.2,0.4,1.35,0.322,IsaiahThomas
DEN,Malik Beasley,Isaiah Thomas,4,9.7,29,0.1,0.55,1.55,0.3405,MalikBeasley
DEN,Isaiah Thomas,Malik Beasley,2,9.7,22,0.1,0.55,1.55,0.3405,IsaiahThomas
DEN,Will Barton,Malik Beasley,2,11.4,22,0.3,0.55,2.05,0.372,WillBarton
DEN,Trey Lyles,Torrey Craig,4,7.1,28,0.5,0.5,1.2,0.2895,TreyLyles
DEN,Gary Harris,Malik Beasley,1,12.1,22,0.2,0.85,1.7,0.3705,GaryHarris
DEN,Will Barton,Torrey Craig,2,8.6,28,0.55,0.45,1.95,0.333,WillBarton
DEN,Trey Lyles,Tyler Lydon,1,4.7,22,0.2,0.3,0.8,0.3275,TreyLyles
DEN,Brandon Goodwin,Trey Lyles,1,4.95,23,0.2,0.25,1.15,0.294,BrandonGoodwin
DEN,Jarred Vanderbilt,Malik Beasley,1,6.35,22,0.1,0.55,0.7,0.201,JarredVanderbilt
DEN,Jarred Vanderbilt,Isaiah Thomas,2,4.75,29,0.1,0.4,1.05,0.1395,JarredVanderbilt
DEN,Jarred Vanderbilt,Trey Lyles,1,4.95,23,0.25,0.45,0.8,0.1275,JarredVanderbilt
DEN,Isaiah Thomas,Trey Lyles,1,8.3,23,0.25,0.45,1.65,0.267,IsaiahThomas
DEN,Jarred Vanderbilt,Torrey Craig,1,3.55,28,0.35,0.45,0.6,0.162,JarredVanderbilt
DEN,Torrey Craig,Tyler Lydon,1,3.3,22,0.3,0.3,0.6,0.362,TorreyCraig
DEN,Juan Hernangómez,Malik Beasley,4,8.55,22,0.2,0.55,1,0.3835,JuanHernangómez
DEN,Juan Hernangómez,Gary Harris,1,9.35,24,0.3,0.7,1.5,0.352,JuanHernangómez
DEN,Brandon Goodwin,Malik Beasley,1,6.35,22,0.05,0.35,1.05,0.3675,BrandonGoodwin
DEN,Brandon Goodwin,Thomas Welsh,1,1.5,22,0,0,0.7,0.381,BrandonGoodwin
DEN,Thomas Welsh,Brandon Goodwin,2,1.5,23,0,0,0.7,0.381,ThomasWelsh
DEN,Monte Morris,Nick Young,1,6.35,33,0.15,0.45,2.05,0.3945,MonteMorris
DEN,Thomas Welsh,Monte Morris,1,6,23,0,0.45,2.05,0.4215,ThomasWelsh
DET,Andre Drummond,Bruce Brown,16,10.8,22,1.1,1.1,1.3,0.195,AndreDrummond
DET,Blake Griffin,Reggie Jackson,109,19.95,28,0.25,0.7,4.8,0.3655,BlakeGriffin
DET,Reggie Bullock,Andre Drummond,14,14.7,25,0.9,1.1,1.95,0.26,ReggieBullock
DET,Andre Drummond,Langston Galloway,17,12.85,27,0.9,1.1,1.25,0.2435,AndreDrummond
DET,Andre Drummond,Luke Kennard,27,13.5,22,0.95,1.05,1.6,0.263,AndreDrummond
DET,Reggie Jackson,Luke Kennard,13,12.55,22,0.15,0.55,3,0.3815,ReggieJackson
DET,Langston Galloway,Ish Smith,41,8.65,30,0.15,0.5,2.35,0.3405,LangstonGalloway
DET,Blake Griffin,Reggie Bullock,31,18.3,27,0.25,0.6,3.95,0.375,BlakeGriffin
DET,Reggie Jackson,Stanley Johnson,4,11.45,22,0.2,0.85,2.75,0.3255,ReggieJackson
DET,Langston Galloway,Zaza Pachulia,34,6.15,34,0.2,0.5,1.2,0.1775,LangstonGalloway
DET,Luke Kennard,Blake Griffin,32,17.1,29,0.3,0.55,3.6,0.378,LukeKennard
DET,Andre Drummond,Blake Griffin,81,20.9,29,1.05,1.2,3.4,0.247,AndreDrummond
DET,Reggie Jackson,Blake Griffin,76,19.95,29,0.25,0.7,4.8,0.3655,ReggieJackson
DET,Ish Smith,Reggie Jackson,2,12.15,28,0.15,0.6,3.9,0.3475,IshSmith
DET,Blake Griffin,Andre Drummond,12,20.9,25,1.05,1.2,3.4,0.247,BlakeGriffin
DET,Luke Kennard,Reggie Jackson,15,12.55,28,0.15,0.55,3,0.3815,LukeKennard
DET,Luke Kennard,Andre Drummond,10,13.5,25,0.95,1.05,1.6,0.263,LukeKennard
DET,Reggie Jackson,Ish Smith,5,12.15,30,0.15,0.6,3.9,0.3475,ReggieJackson
DET,Ish Smith,Reggie Bullock,4,10.5,27,0.15,0.5,3.05,0.357,IshSmith
DET,Luke Kennard,Zaza Pachulia,18,6.8,34,0.25,0.45,1.55,0.197,LukeKennard
DET,Blake Griffin,Ish Smith,25,16.7,30,0.3,0.6,4.5,0.344,BlakeGriffin
DET,Stanley Johnson,Dennis Smith Jr.,10,10.25,21,0.3,1.1,3.05,0.305,StanleyJohnson
DET,Stanley Johnson,Jason Smith,10,5.1,32,0.3,0.55,1,0.317,StanleyJohnson
DET,Stanley Johnson,Ish Smith,10,8.2,30,0.25,0.75,2.45,0.304,StanleyJohnson
DET,Stanley Johnson,Jason Smith,10,4.65,32,0.05,0.35,1.05,0.305,StanleyJohnson
DET,Stanley Johnson,Justin Jackson,14,7.05,23,0.2,0.65,1.25,0.3215,StanleyJohnson
DET,Stanley Johnson,Reggie Jackson,14,11.45,28,0.2,0.85,2.75,0.3255,StanleyJohnson
DET,Stanley Johnson,Frank Jackson,14,6.7,20,0.05,0.55,1.35,0.319,StanleyJohnson
DET,Andre Drummond,Reggie Bullock,30,14.7,27,0.9,1.1,1.95,0.26,AndreDrummond
DET,Andre Drummond,Reggie Jackson,86,16.35,28,0.9,1.2,2.8,0.2505,AndreDrummond
DET,Andre Drummond,Ish Smith,30,13.1,30,0.95,1.1,2.5,0.229,AndreDrummond
DET,Ish Smith,Blake Griffin,12,16.7,29,0.3,0.6,4.5,0.344,IshSmith
DET,Andre Drummond,Stanley Johnson,11,12.4,22,1,1.35,1.35,0.207,AndreDrummond
DET,Reggie Bullock,Justin Jackson,34,9.25,23,0.2,0.5,1.6,0.366,ReggieBullock
DET,Reggie Bullock,Reggie Jackson,34,13.75,28,0.1,0.6,3.35,0.3785,ReggieBullock
DET,Reggie Bullock,Blake Griffin,73,18.3,29,0.25,0.6,3.95,0.375,ReggieBullock
DET,Ish Smith,Andre Drummond,3,13.1,25,0.95,1.1,2.5,0.229,IshSmith
DET,Zaza Pachulia,Reggie Jackson,5,9.65,28,0.2,0.6,2.75,0.1845,ZazaPachulia
DET,Stanley Johnson,José Calderón,18,4.9,37,0.2,0.65,1.8,0.264,StanleyJohnson
DET,Stanley Johnson,Luke Kennard,6,8.6,22,0.25,0.7,1.55,0.338,StanleyJohnson
DET,Zaza Pachulia,Luke Kennard,4,6.8,22,0.25,0.45,1.55,0.197,ZazaPachulia
DET,Reggie Bullock,José Calderón,7,7.2,37,0.1,0.4,2.4,0.317,ReggieBullock
DET,Bruce Brown,José Calderón,10,3.3,37,0.3,0.4,1.75,0.252,BruceBrown
DET,Jon Leuer,José Calderón,15,3.05,37,0.1,0.3,1.3,0.1685,JonLeuer
DET,Jon Leuer,Bruce Brown,9,4.05,22,0.3,0.4,0.75,0.1745,JonLeuer
DET,Reggie Jackson,Reggie Bullock,20,13.75,27,0.1,0.6,3.35,0.3785,ReggieJackson
DET,Reggie Jackson,Bruce Brown,19,9.85,22,0.3,0.6,2.7,0.3135,ReggieJackson
DET,Reggie Jackson,Andre Drummond,28,16.35,25,0.9,1.2,2.8,0.2505,ReggieJackson
DET,Blake Griffin,Luke Kennard,12,17.1,22,0.3,0.55,3.6,0.378,BlakeGriffin
DET,Luke Kennard,Jon Leuer,4,6.75,29,0.15,0.35,1.05,0.2425,LukeKennard
DET,Bruce Brown,Reggie Jackson,13,9.85,28,0.3,0.6,2.7,0.3135,BruceBrown
DET,José Calderón,Zaza Pachulia,5,3.1,34,0.2,0.4,1.8,0.123,JoséCalderón
DET,Luke Kennard,Bruce Brown,6,7,22,0.35,0.45,1.5,0.326,LukeKennard
DET,Blake Griffin,José Calderón,20,13.4,37,0.25,0.5,3.85,0.304,BlakeGriffin
DET,Reggie Bullock,Bruce Brown,12,8.2,22,0.3,0.5,1.85,0.323,ReggieBullock
DET,Blake Griffin,Bruce Brown,11,14.4,22,0.45,0.6,3.3,0.31,BlakeGriffin
DET,Khyri Thomas,Langston Galloway,2,5.35,27,0.15,0.4,0.7,0.3205,KhyriThomas
DET,Blake Griffin,Langston Galloway,12,16.45,27,0.25,0.6,3.25,0.3585,BlakeGriffin
DET,Langston Galloway,José Calderón,21,5.35,37,0.1,0.4,1.7,0.3005,LangstonGalloway
DET,Zaza Pachulia,Blake Griffin,6,14.2,29,0.35,0.6,3.35,0.181,ZazaPachulia
DET,Reggie Jackson,Zaza Pachulia,6,9.65,34,0.2,0.6,2.75,0.1845,ReggieJackson
DET,Langston Galloway,Reggie Jackson,17,11.9,28,0.1,0.6,2.65,0.362,LangstonGalloway
DET,Langston Galloway,Bruce Brown,2,6.35,22,0.3,0.5,1.15,0.3065,LangstonGalloway
DET,Reggie Bullock,Langston Galloway,4,10.25,27,0.1,0.5,1.8,0.3715,ReggieBullock
DET,Reggie Bullock,Luke Kennard,4,10.9,22,0.15,0.45,2.15,0.391,ReggieBullock
DET,Zaza Pachulia,Jon Leuer,3,3.85,29,0.2,0.4,0.8,0.0455,ZazaPachulia
DET,Luke Kennard,Stanley Johnson,9,8.6,22,0.25,0.7,1.55,0.338,LukeKennard
DET,Jon Leuer,Stanley Johnson,4,5.65,22,0.2,0.65,0.8,0.1865,JonLeuer
DET,Bruce Brown,Stanley Johnson,1,5.9,22,0.4,0.75,1.25,0.27,BruceBrown
DET,José Calderón,Blake Griffin,7,13.4,29,0.25,0.5,3.85,0.304,JoséCalderón
DET,José Calderón,Bruce Brown,2,3.3,22,0.3,0.4,1.75,0.252,JoséCalderón
DET,Jon Leuer,Langston Galloway,5,6.1,27,0.1,0.4,0.7,0.223,JonLeuer
DET,José Calderón,Stanley Johnson,2,4.9,22,0.2,0.65,1.8,0.264,JoséCalderón
DET,Andre Drummond,José Calderón,5,9.8,37,0.9,1,1.85,0.189,AndreDrummond
DET,José Calderón,Langston Galloway,1,5.35,27,0.1,0.4,1.7,0.3005,JoséCalderón
DET,Khyri Thomas,Reggie Jackson,3,8.85,28,0.15,0.5,2.25,0.3275,KhyriThomas
DET,Khyri Thomas,José Calderón,1,2.3,37,0.15,0.3,1.3,0.266,KhyriThomas
DET,Bruce Brown,Reggie Bullock,7,8.2,27,0.3,0.5,1.85,0.323,BruceBrown
DET,Khyri Thomas,Reggie Bullock,2,7.2,27,0.15,0.4,1.4,0.337,KhyriThomas
DET,Langston Galloway,Stanley Johnson,12,7.95,22,0.2,0.75,1.2,0.3185,LangstonGalloway
DET,Jon Leuer,Reggie Jackson,5,9.6,28,0.1,0.5,2.25,0.23,JonLeuer
DET,Langston Galloway,Blake Griffin,38,16.45,29,0.25,0.6,3.25,0.3585,LangstonGalloway
DET,Khyri Thomas,Glenn Robinson III,1,3.25,25,0.2,0.3,0.35,0.288,KhyriThomas
DET,Bruce Brown,Blake Griffin,24,14.4,29,0.45,0.6,3.3,0.31,BruceBrown
DET,Langston Galloway,Luke Kennard,16,9.05,22,0.15,0.45,1.45,0.3745,LangstonGalloway
DET,Stanley Johnson,Langston Galloway,8,7.95,27,0.2,0.75,1.2,0.3185,StanleyJohnson
DET,José Calderón,Andre Drummond,2,9.8,25,0.9,1,1.85,0.189,JoséCalderón
DET,Luke Kennard,Reggie Bullock,2,10.9,27,0.15,0.45,2.15,0.391,LukeKennard
DET,Luke Kennard,Langston Galloway,11,9.05,27,0.15,0.45,1.45,0.3745,LukeKennard
DET,Jon Leuer,Blake Griffin,5,14.15,29,0.25,0.5,2.85,0.2265,JonLeuer
DET,Stanley Johnson,Andre Drummond,1,12.4,25,1,1.35,1.35,0.207,StanleyJohnson
DET,Jon Leuer,Reggie Bullock,2,7.95,27,0.1,0.4,1.4,0.2395,JonLeuer
DET,Stanley Johnson,Glenn Robinson III,1,5.85,25,0.25,0.65,0.85,0.286,StanleyJohnson
DET,Blake Griffin,Stanley Johnson,5,16,22,0.35,0.85,3.35,0.322,BlakeGriffin
DET,Ish Smith,José Calderón,1,5.6,37,0.15,0.4,2.95,0.286,IshSmith
DET,Stanley Johnson,Blake Griffin,10,16,29,0.35,0.85,3.35,0.322,StanleyJohnson
DET,Reggie Jackson,Langston Galloway,6,11.9,27,0.1,0.6,2.65,0.362,ReggieJackson
DET,Khyri Thomas,Stanley Johnson,1,4.9,22,0.25,0.65,0.8,0.284,KhyriThomas
DET,Reggie Bullock,Glenn Robinson III,5,8.15,25,0.15,0.4,1.45,0.339,ReggieBullock
DET,Ish Smith,Langston Galloway,6,8.65,27,0.15,0.5,2.35,0.3405,IshSmith
DET,Zaza Pachulia,Ish Smith,13,6.4,30,0.25,0.5,2.45,0.163,ZazaPachulia
DET,Reggie Bullock,Dennis Smith Jr.,3,12.45,21,0.3,0.95,3.4,0.3495,ReggieBullock
DET,Reggie Bullock,Jason Smith,3,7.3,32,0.3,0.4,1.35,0.3615,ReggieBullock
DET,Reggie Bullock,Ish Smith,3,10.5,30,0.15,0.5,3.05,0.357,ReggieBullock
DET,Ish Smith,Stanley Johnson,3,8.2,22,0.25,0.75,2.45,0.304,IshSmith
DET,Reggie Bullock,Zaza Pachulia,1,8,34,0.2,0.5,1.9,0.194,ReggieBullock
DET,José Calderón,Reggie Jackson,1,8.85,28,0.1,0.5,3.25,0.3075,JoséCalderón
DET,Stanley Johnson,Zaza Pachulia,3,5.7,34,0.3,0.75,1.3,0.141,StanleyJohnson
DET,Zaza Pachulia,Glenn Robinson III,2,4.05,25,0.25,0.4,0.85,0.145,ZazaPachulia
DET,Henry Ellenson,Zaza Pachulia,1,4.95,34,0.15,0.25,0.9,0.25,HenryEllenson
DET,Henry Ellenson,José Calderón,2,4.15,37,0.05,0.15,1.4,0.373,HenryEllenson
DET,Luke Kennard,Henry Ellenson,1,7.85,22,0.1,0.2,1.15,0.447,LukeKennard
DET,Bruce Brown,Luke Kennard,2,7,22,0.35,0.45,1.5,0.326,BruceBrown
DET,Zaza Pachulia,Khyri Thomas,3,3.1,22,0.25,0.4,0.8,0.143,ZazaPachulia
DET,Jon Leuer,Zaza Pachulia,2,3.85,34,0.2,0.4,0.8,0.0455,JonLeuer
DET,Khyri Thomas,Bruce Brown,1,3.3,22,0.35,0.4,0.75,0.272,KhyriThomas
DET,Bruce Brown,Khyri Thomas,1,3.3,22,0.35,0.4,0.75,0.272,BruceBrown
DET,Zaza Pachulia,José Calderón,4,3.1,37,0.2,0.4,1.8,0.123,ZazaPachulia
DET,Luke Kennard,José Calderón,6,6,37,0.15,0.35,2.05,0.32,LukeKennard
DET,Zaza Pachulia,Stanley Johnson,2,5.7,22,0.3,0.75,1.3,0.141,ZazaPachulia
DET,Blake Griffin,Jon Leuer,2,14.15,29,0.25,0.5,2.85,0.2265,BlakeGriffin
DET,Reggie Bullock,Jon Leuer,1,7.95,29,0.1,0.4,1.4,0.2395,ReggieBullock
DET,Langston Galloway,Reggie Bullock,6,10.25,27,0.1,0.5,1.8,0.3715,LangstonGalloway
DET,Wayne Ellington,Blake Griffin,23,18.25,29,0.25,0.9,3.45,0.3675,WayneEllington
DET,Wayne Ellington,Bruce Brown,6,8.15,22,0.3,0.8,1.35,0.3155,WayneEllington
DET,Wayne Ellington,Dennis Smith Jr.,9,11.95,21,0.25,1.15,3.1,0.3465,WayneEllington
DET,Wayne Ellington,Jason Smith,9,6.8,32,0.25,0.6,1.05,0.3585,WayneEllington
DET,Wayne Ellington,Ish Smith,9,10.45,30,0.15,0.8,2.55,0.3495,WayneEllington
DET,Wayne Ellington,Duncan Robinson,2,5.85,24,0.05,0.65,0.75,0.327,WayneEllington
DET,Wayne Ellington,Glenn Robinson III,2,8.1,25,0.15,0.7,0.95,0.3315,WayneEllington
DET,Wayne Ellington,Andre Drummond,20,14.65,25,0.9,1.4,1.45,0.2525,WayneEllington
DET,Wayne Ellington,Justin Jackson,22,8.75,23,0.15,0.7,1.3,0.363,WayneEllington
DET,Wayne Ellington,Reggie Jackson,22,13.7,28,0.1,0.9,2.85,0.371,WayneEllington
DET,Andre Drummond,Wayne Ellington,12,14.65,31,0.9,1.4,1.45,0.2525,AndreDrummond
DET,Reggie Jackson,Wayne Ellington,8,13.7,31,0.1,0.9,2.85,0.371,ReggieJackson
DET,Thon Maker,Luke Kennard,9,7.6,22,0.65,0.4,1.35,0.3505,ThonMaker
DET,Ish Smith,Luke Kennard,10,9.3,22,0.2,0.45,2.7,0.36,IshSmith
DET,Thon Maker,Dennis Smith Jr.,16,9.3,21,0.6,0.8,2.75,0.321,ThonMaker
DET,Thon Maker,Jason Smith,16,4.15,32,0.6,0.25,0.7,0.333,ThonMaker
DET,Thon Maker,Jason Smith,16,3.45,32,0.4,0.3,0.35,0.333,ThonMaker
DET,Thon Maker,Ish Smith,16,7.2,30,0.65,0.45,2.25,0.3165,ThonMaker
DET,Luke Kennard,Ish Smith,31,9.3,30,0.2,0.45,2.7,0.36,LukeKennard
DET,Thon Maker,Zaza Pachulia,2,4.7,34,0.7,0.45,1.1,0.1535,ThonMaker
DET,Wayne Ellington,Thon Maker,6,7.65,21,0.45,0.65,1.05,0.3455,WayneEllington
DET,Wayne Ellington,Thon Maker,6,8.75,21,0.6,0.75,1.2,0.34,WayneEllington
DET,Blake Griffin,Wayne Ellington,9,18.25,31,0.25,0.9,3.45,0.3675,BlakeGriffin
DET,Bruce Brown,Thon Maker,2,4.9,21,0.8,0.45,1.05,0.2825,BruceBrown
DET,Langston Galloway,Andre Drummond,11,12.85,25,0.9,1.1,1.25,0.2435,LangstonGalloway
DET,Langston Galloway,Thon Maker,9,6.95,21,0.6,0.45,1,0.331,LangstonGalloway
DET,Thon Maker,Justin Jackson,6,6.1,23,0.5,0.35,0.95,0.3375,ThonMaker
DET,Thon Maker,Reggie Jackson,6,10.45,28,0.6,0.55,2.55,0.338,ThonMaker
DET,Thon Maker,Blake Griffin,4,15,29,0.75,0.55,3.15,0.3345,ThonMaker
DET,Wayne Ellington,Luke Kennard,6,10.85,22,0.15,0.75,1.65,0.3835,WayneEllington
DET,Thon Maker,Langston Galloway,3,6.95,27,0.6,0.45,1,0.331,ThonMaker
DET,Wayne Ellington,Zaza Pachulia,1,7.95,34,0.2,0.8,1.4,0.1865,WayneEllington
DET,Bruce Brown,Wayne Ellington,5,8.15,31,0.3,0.8,1.35,0.3155,BruceBrown
DET,Thon Maker,Wayne Ellington,1,7.65,31,0.45,0.65,1.05,0.3455,ThonMaker
DET,Thon Maker,Wayne Ellington,1,8.75,31,0.6,0.75,1.2,0.34,ThonMaker
DET,Langston Galloway,Glenn Robinson III,2,6.3,25,0.15,0.4,0.75,0.3225,LangstonGalloway
DET,Zaza Pachulia,Langston Galloway,5,6.15,27,0.2,0.5,1.2,0.1775,ZazaPachulia
DET,Andre Drummond,Glenn Robinson III,3,10.75,25,0.95,1,0.9,0.211,AndreDrummond
DET,Zaza Pachulia,Bruce Brown,3,4.1,22,0.4,0.5,1.25,0.129,ZazaPachulia
DET,Reggie Bullock,B.J. Johnson,2,7.3,23,0.1,0.45,1,0.403,ReggieBullock
DET,Reggie Bullock,Stanley Johnson,2,9.1,22,0.2,0.75,1.65,0.3325,ReggieBullock
DET,Reggie Bullock,Tyler Johnson,2,11.1,26,0.35,0.75,2.45,0.3615,ReggieBullock
DET,Reggie Bullock,Wesley Johnson,2,7.35,31,0.25,0.5,1.3,0.353,ReggieBullock
DET,Reggie Bullock,Stanley Johnson,2,9.8,22,0.2,0.75,1.9,0.335,ReggieBullock
DET,Ish Smith,Wayne Ellington,3,10.45,31,0.15,0.8,2.55,0.3495,IshSmith
DET,Langston Galloway,Kalin Lucas,1,5.2,29,0.05,0.25,1.05,0.1775,LangstonGalloway
DET,José Calderón,Luke Kennard,1,6,22,0.15,0.35,2.05,0.32,JoséCalderón
DET,Luke Kennard,Thon Maker,5,7.6,21,0.65,0.4,1.35,0.3505,LukeKennard
DET,Thon Maker,Sviatoslav Mykhailiuk,1,4.1,21,0.4,0.3,0.8,0.323,ThonMaker
DET,Thon Maker,Sviatoslav Mykhailiuk,1,3.75,21,0.55,0.35,1.1,0.4035,ThonMaker
DET,Andre Drummond,Thon Maker,2,11.4,21,1.4,1.05,1.15,0.2195,AndreDrummond
DET,Bruce Brown,Jon Leuer,2,4.05,29,0.3,0.4,0.75,0.1745,BruceBrown
DET,Bruce Brown,Andre Drummond,7,10.8,25,1.1,1.1,1.3,0.195,BruceBrown
DET,Reggie Jackson,Glenn Robinson III,2,9.8,25,0.15,0.5,2.3,0.3295,ReggieJackson
DET,Bruce Brown,Zaza Pachulia,4,4.1,34,0.4,0.5,1.25,0.129,BruceBrown
DET,Ish Smith,Bruce Brown,1,6.6,22,0.35,0.5,2.4,0.292,IshSmith
DET,Bruce Brown,Ish Smith,5,6.6,30,0.35,0.5,2.4,0.292,BruceBrown
DET,Bruce Brown,Langston Galloway,1,6.35,27,0.3,0.5,1.15,0.3065,BruceBrown
DET,Zaza Pachulia,Reggie Bullock,1,8,27,0.2,0.5,1.9,0.194,ZazaPachulia
DET,Blake Griffin,Glenn Robinson III,2,14.35,25,0.3,0.5,2.9,0.326,BlakeGriffin
DET,Langston Galloway,Khyri Thomas,1,5.35,22,0.15,0.4,0.7,0.3205,LangstonGalloway
DET,José Calderón,Ish Smith,1,5.6,30,0.15,0.4,2.95,0.286,JoséCalderón
DET,Stanley Johnson,Reggie Bullock,2,9.1,27,0.2,0.75,1.65,0.3325,StanleyJohnson
DET,Stanley Johnson,Reggie Bullock,2,9.8,27,0.2,0.75,1.9,0.335,StanleyJohnson
DET,Reggie Jackson,José Calderón,1,8.85,37,0.1,0.5,3.25,0.3075,ReggieJackson
DET,Khyri Thomas,Zaza Pachulia,1,3.1,34,0.25,0.4,0.8,0.143,KhyriThomas
DET,Stanley Johnson,Bruce Brown,2,5.9,22,0.4,0.75,1.25,0.27,StanleyJohnson
DET,Ish Smith,Zaza Pachulia,3,6.4,34,0.25,0.5,2.45,0.163,IshSmith
