,lon,lat,value,radius,color
283972,121.52240900000001,25.048054,3,3,#DDD23B
283975,121.549378,25.084235999999997,3,3,#DDD23B
283987,121.52299199999999,25.056176999999998,3,3,#DDD23B
284006,121.51345900000001,25.09778,2,1,#DDD23B
284012,121.53595800000001,25.106103,2,1,#DDD23B
284018,121.509199,25.086534,2,1,#DDD23B
284036,121.60613500000001,25.072934,2,1,#DDD23B
284042,121.52239499999999,25.064957,3,3,#DDD23B
284060,121.513728,25.03866,3,3,#DDD23B
284083,121.56426299999998,24.98539,3,3,#DDD23B
284092,121.53008600000001,25.040598000000003,2,1,#DDD23B
284114,121.50758,25.090760999999997,2,1,#DDD23B
284118,121.56826399999999,25.04392,2,1,#DDD23B
284133,121.491548,25.138416,2,1,#DDD23B
284152,121.549019,25.032584,3,3,#DDD23B
284167,121.504446,25.116698,2,1,#DDD23B
284206,121.52091100000001,25.096805,2,1,#DDD23B
284230,121.57536100000002,25.041764999999998,2,1,#DDD23B
284246,121.533704,25.014076,3,3,#DDD23B
284261,121.577716,25.041610000000002,2,1,#DDD23B
284278,121.537058,25.052675,2,1,#DDD23B
284304,121.530468,25.047604,2,1,#DDD23B
284320,121.52003899999998,25.075182,2,1,#DDD23B
284362,121.53909099999998,25.055148000000003,2,1,#DDD23B
284396,121.52361499999999,25.045839,2,1,#DDD23B
284406,121.517398,25.118967,2,1,#DDD23B
284407,121.561613,24.984947000000002,2,1,#DDD23B
284408,121.557875,25.006006,2,1,#DDD23B
284409,121.611979,25.053994,2,1,#DDD23B
284494,121.616827,25.055028,2,1,#DDD23B
284506,121.50261,25.118608,3,3,#DDD23B
284507,121.57476100000001,25.073407,2,1,#DDD23B
284529,121.53402700000001,25.038423,3,3,#DDD23B
284546,121.501299,25.127802,2,1,#DDD23B
284584,121.510145,25.024623000000002,2,1,#DDD23B
284589,121.570319,25.045279,2,1,#DDD23B
284591,121.55421499999999,24.983738,2,1,#DDD23B
284613,121.544154,25.065993,3,3,#DDD23B
284618,121.557746,25.040469,3,3,#DDD23B
284627,121.541353,24.999781,2,1,#DDD23B
284659,121.524197,25.047638,3,3,#DDD23B
284678,121.54918500000001,25.041605999999998,3,3,#DDD23B
284679,121.57217800000001,25.049186,1,1,#DDD23B
284680,121.53748,25.03632,3,3,#DDD23B
284682,121.614906,25.045066000000002,3,3,#DDD23B
284683,121.60883600000001,25.071939999999998,2,1,#DDD23B
284686,121.51596,25.062827,4,5,#DDD23B
284693,121.50508400000001,25.049404,2,1,#DDD23B
284694,121.503298,25.137641000000002,2,1,#DDD23B
284718,121.54689199999999,24.984219,3,3,#DDD23B
284721,121.523117,25.049423,2,1,#DDD23B
284734,121.543874,25.041691,2,1,#DDD23B
284740,121.55192199999999,25.042562,2,1,#DDD23B
284744,121.51789299999999,25.039342,2,1,#DDD23B
284798,121.582632,25.002578,2,1,#DDD23B
284799,121.561527,25.041158,2,1,#DDD23B
284853,121.55378999999999,24.988042,2,1,#DDD23B
284863,121.50872199999999,25.087597,2,1,#DDD23B
284885,121.537748,25.101271,2,1,#DDD23B
284916,121.583133,25.052858999999998,2,1,#DDD23B
284938,121.54508100000001,25.045094,3,3,#DDD23B
284939,121.528227,25.111989,2,1,#DDD23B
284994,121.563379,25.040597,3,3,#DDD23B
285001,121.544105,25.062326000000002,2,1,#DDD23B
285002,121.538242,25.007986,3,3,#DDD23B
285056,121.55754099999999,25.033202,2,1,#DDD23B
285065,121.571196,24.98762,2,1,#DDD23B
285089,121.532948,25.051407,2,1,#DDD23B
285116,121.564617,25.028885,2,1,#DDD23B
285169,121.525609,25.074548999999998,5,15,#E98B2A
285172,121.559226,24.990465,2,1,#DDD23B
285197,121.529098,25.043402,2,1,#DDD23B
285215,121.49158,25.024896,2,1,#DDD23B
285247,121.53673,25.060287,2,1,#DDD23B
285251,121.55743400000001,25.042904999999998,3,3,#DDD23B
285269,121.54751499999999,24.986963,2,1,#DDD23B
285273,121.515,25.114578,2,1,#DDD23B
285276,121.570439,24.983648000000002,2,1,#DDD23B
285291,121.608411,25.063979999999997,2,1,#DDD23B
285321,121.52627700000001,25.022668,2,1,#DDD23B
285336,121.578915,24.984009,2,1,#DDD23B
285409,121.56278200000001,25.027406,2,1,#DDD23B
285414,121.53275,25.040785,2,1,#DDD23B
285436,121.56298799999999,25.047357,3,3,#DDD23B
285441,121.50925600000001,25.063938,2,1,#DDD23B
285466,121.495947,25.029218,2,1,#DDD23B
285486,121.52807800000001,25.068391000000002,2,1,#DDD23B
285500,121.525305,25.045052,2,1,#DDD23B
285504,121.494951,25.035277,2,1,#DDD23B
285508,121.512952,25.039970999999998,2,1,#DDD23B
285572,121.52521499999999,25.047765,1,1,#DDD23B
285576,121.53763000000001,25.098027,2,1,#DDD23B
285590,121.60367600000001,25.051778,2,1,#DDD23B
285594,121.553854,24.985503,3,3,#DDD23B
285598,121.52494899999999,25.073941,2,1,#DDD23B
285619,121.547106,25.038926,2,1,#DDD23B
285643,121.581469,25.051117,2,1,#DDD23B
285651,121.56384399999999,25.054632,2,1,#DDD23B
285656,121.561493,25.015168,2,1,#DDD23B
285660,121.561819,25.029296,2,1,#DDD23B
285664,121.557129,25.05226,4,5,#DDD23B
285666,121.55240900000001,24.987795000000002,2,1,#DDD23B
285671,121.511371,25.110474,2,1,#DDD23B
285690,121.51480600000001,25.115129999999997,3,3,#DDD23B
285698,121.50070500000001,25.127366000000002,2,1,#DDD23B
285752,121.52431000000001,25.047908,4,5,#DDD23B
285765,121.505678,25.042824,2,1,#DDD23B
285820,121.567097,25.079062,2,1,#DDD23B
285851,121.52306899999999,25.052782999999998,2,1,#DDD23B
285856,121.57695,25.083566,2,1,#DDD23B
285857,121.588935,25.040167,2,1,#DDD23B
285863,121.51836399999999,25.069124,2,1,#DDD23B
285872,121.61607,25.068305,2,1,#DDD23B
285888,121.549484,25.016397,1,1,#DDD23B
285909,121.527427,25.05811,2,1,#DDD23B
285918,121.543456,25.021511,2,1,#DDD23B
285923,121.465974,25.129767,2,1,#DDD23B
285924,121.545973,24.986769,2,1,#DDD23B
285932,121.56454699999999,25.041107999999998,2,1,#DDD23B
285942,121.53728500000001,25.113508,2,1,#DDD23B
285948,121.50096699999999,25.141648,2,1,#DDD23B
286005,121.522746,25.057910999999997,2,1,#DDD23B
286076,121.55343500000001,25.024924,7,25,#E98B2A
286095,121.61646999999999,25.053756,3,3,#DDD23B
286112,121.56949399999999,25.058927,2,1,#DDD23B
286114,121.54985400000001,25.083976,2,1,#DDD23B
286123,121.50856999999999,25.028867,3,3,#DDD23B
286142,121.510875,25.050214999999998,3,3,#DDD23B
286156,121.589372,24.982551,2,1,#DDD23B
286163,121.530556,25.032729999999997,2,1,#DDD23B
286214,121.590434,25.06353,3,3,#DDD23B
286235,121.54878899999999,25.038663,3,3,#DDD23B
286252,121.571017,25.081581,3,3,#DDD23B
286270,121.53362800000001,25.107604000000002,2,1,#DDD23B
286283,121.55132900000001,25.057955,2,1,#DDD23B
286300,121.53881499999999,25.07773,2,1,#DDD23B
286338,121.544075,25.060651999999997,2,1,#DDD23B
286351,121.557574,25.044846,3,3,#DDD23B
286395,121.51669199999999,25.024842,2,1,#DDD23B
286445,121.589793,25.058642000000003,2,1,#DDD23B
286449,121.571625,25.079819,2,1,#DDD23B
286470,121.534947,25.025921,2,1,#DDD23B
286481,121.514137,25.055521,3,3,#DDD23B
286494,121.560506,25.058711,3,3,#DDD23B
286501,121.52027700000001,25.04735,3,3,#DDD23B
286538,121.558218,25.030885,2,1,#DDD23B
286555,121.503091,25.026742000000002,2,1,#DDD23B
286573,121.541353,24.991935,3,3,#DDD23B
286618,121.484527,25.134154000000002,2,1,#DDD23B
286637,121.464914,25.124381,2,1,#DDD23B
286641,121.562001,25.052061,2,1,#DDD23B
286647,121.537725,25.098202,2,1,#DDD23B
286659,121.499804,25.038463,2,1,#DDD23B
286701,121.53978300000001,25.001112,2,1,#DDD23B
286703,121.52226499999999,25.06384,2,1,#DDD23B
286754,121.53703200000001,25.111306,2,1,#DDD23B
286791,121.51576000000001,25.076331,2,1,#DDD23B
286830,121.551979,25.023757999999997,4,5,#DDD23B
286848,121.515266,25.090509,2,1,#DDD23B
286892,121.533245,25.045225,2,1,#DDD23B
286916,121.52995,25.043058,3,3,#DDD23B
286922,121.49938700000001,25.036671,2,1,#DDD23B
286937,121.48517199999999,25.138163,2,1,#DDD23B
286946,121.524625,25.020754,3,3,#DDD23B
286977,121.53240100000001,25.098436,2,1,#DDD23B
286984,121.585753,25.057458999999998,2,1,#DDD23B
287001,121.552926,25.038937,2,1,#DDD23B
287046,121.55776599999999,25.041297,2,1,#DDD23B
287081,121.599723,25.053435,2,1,#DDD23B
287103,121.51996899999999,25.1186,2,1,#DDD23B
287126,121.49899199999999,25.130934,2,1,#DDD23B
287159,121.556983,25.026923,2,1,#DDD23B
287169,121.56170300000001,24.984491000000002,2,1,#DDD23B
287172,121.51091699999999,25.068675,2,1,#DDD23B
287173,121.616194,25.051945,3,3,#DDD23B
287207,121.56544699999999,25.034007,2,1,#DDD23B
287229,121.513876,25.0516,2,1,#DDD23B
287234,121.559972,24.996766,3,3,#DDD23B
287253,121.528042,25.043398,1,1,#DDD23B
287270,121.56196499999999,25.036176,2,1,#DDD23B
287280,121.520544,25.047985999999998,3,3,#DDD23B
287283,121.55886000000001,25.028322,2,1,#DDD23B
287293,121.564077,25.087023000000002,4,5,#DDD23B
287314,121.512446,25.101498,3,3,#DDD23B
287335,121.50818899999999,25.050651000000002,2,1,#DDD23B
287344,121.520876,25.038642000000003,2,1,#DDD23B
287364,121.595754,25.058332999999998,2,1,#DDD23B
287389,121.57022099999999,24.987095999999998,2,1,#DDD23B
287394,121.559211,24.990686,2,1,#DDD23B
287401,121.501002,25.120094,2,1,#DDD23B
287404,121.58823600000001,25.086513,2,1,#DDD23B
287432,121.56493,25.029156,1,1,#DDD23B
287439,121.544628,24.99503,2,1,#DDD23B
287441,121.51523799999998,25.038579000000002,2,1,#DDD23B
287448,121.51818700000001,25.033247,2,1,#DDD23B
287458,121.57045900000001,25.002356,2,1,#DDD23B
287481,121.565568,24.991192,2,1,#DDD23B
287534,121.54873700000002,25.054429000000003,2,1,#DDD23B
287543,121.558727,24.992638,2,1,#DDD23B
287602,121.51756699999999,25.105302,3,3,#DDD23B
287615,121.48745600000001,25.122007999999997,4,5,#DDD23B
287617,121.580882,25.084689,2,1,#DDD23B
287641,121.50228700000001,25.033344,3,3,#DDD23B
287644,121.583023,25.070079999999997,2,1,#DDD23B
287664,121.543452,25.023547,2,1,#DDD23B
287671,121.611577,25.070107999999998,1,1,#DDD23B
287673,121.55286100000001,25.024708,1,1,#DDD23B
287690,121.48828400000001,25.138399,2,1,#DDD23B
287712,121.56568100000001,24.982937,2,1,#DDD23B
287714,121.516621,25.104173,2,1,#DDD23B
287750,121.56902099999999,25.049132999999998,2,1,#DDD23B
287758,121.54160900000001,24.99494,2,1,#DDD23B
287759,121.55784399999999,25.044998,2,1,#DDD23B
287789,121.61381499999999,25.067836,3,3,#DDD23B
287794,121.510098,25.048044,3,3,#DDD23B
287819,121.53706000000001,25.044601999999998,3,3,#DDD23B
287849,121.54088300000001,24.988326,2,1,#DDD23B
287854,121.51838500000001,25.041957,1,1,#DDD23B
287865,121.58601399999999,25.038883,2,1,#DDD23B
287867,121.554406,25.085107999999998,3,3,#DDD23B
287874,121.544521,25.07948,2,1,#DDD23B
287883,121.533745,25.045339000000002,2,1,#DDD23B
287901,121.504279,25.136858,1,1,#DDD23B
287926,121.56846100000001,25.035807000000002,2,1,#DDD23B
287991,121.557479,24.999304000000002,2,1,#DDD23B
288010,121.58996499999999,25.068898,2,1,#DDD23B
288054,121.513098,25.112825,2,1,#DDD23B
288070,121.560245,25.040031,2,1,#DDD23B
288075,121.57211399999998,25.050854,2,1,#DDD23B
288076,121.569162,24.986782,2,1,#DDD23B
288078,121.552683,25.014264999999998,2,1,#DDD23B
288092,121.554644,25.022326,3,3,#DDD23B
288093,121.607244,25.055589,2,1,#DDD23B
288126,121.55808799999998,25.021701,3,3,#DDD23B
288147,121.557223,25.044838000000002,2,1,#DDD23B
288157,121.581303,25.067027,2,1,#DDD23B
288178,121.51173200000001,25.088238,2,1,#DDD23B
288200,121.528368,25.011861,2,1,#DDD23B
288211,121.561554,25.035903,2,1,#DDD23B
288221,121.526393,25.048726000000002,2,1,#DDD23B
288227,121.516368,25.048560000000002,2,1,#DDD23B
288230,121.5591,25.02596,3,3,#DDD23B
288234,121.60668100000001,25.058120000000002,2,1,#DDD23B
288242,121.471645,25.109428,4,5,#DDD23B
288261,121.565575,25.08251,2,1,#DDD23B
288273,121.55963700000001,25.032962,2,1,#DDD23B
288292,121.60517800000001,25.053071,2,1,#DDD23B
288302,121.55918500000001,25.01829,2,1,#DDD23B
288303,121.50966399999999,25.085683,2,1,#DDD23B
288324,121.50176200000001,25.056873,2,1,#DDD23B
288325,121.549618,24.988188,3,3,#DDD23B
288327,121.575092,25.033761,2,1,#DDD23B
288330,121.51444099999999,25.031909,2,1,#DDD23B
288353,121.50453700000001,25.037271,3,3,#DDD23B
288395,121.516726,25.035368,2,1,#DDD23B
288400,121.54326999999999,25.000572000000002,2,1,#DDD23B
288401,121.56488300000001,25.048939999999998,2,1,#DDD23B
288412,121.521745,25.088679,2,1,#DDD23B
288413,121.50796100000001,25.039276,2,1,#DDD23B
288471,121.543823,25.047542,2,1,#DDD23B
288475,121.53450900000001,25.044894,2,1,#DDD23B
288502,121.46891399999998,25.128407,2,1,#DDD23B
288509,121.511975,25.076395,3,3,#DDD23B
288546,121.49826100000001,25.137666,1,1,#DDD23B
288560,121.55547299999999,25.037528,4,5,#DDD23B
288570,121.549256,25.084104999999997,2,1,#DDD23B
288571,121.52558,25.102165,2,1,#DDD23B
288576,121.53293799999999,25.036699,2,1,#DDD23B
288605,121.51449699999999,25.054013,1,1,#DDD23B
288610,121.61531599999999,25.055296,2,1,#DDD23B
288614,121.52368999999999,25.071157999999997,2,1,#DDD23B
288626,121.55975500000001,24.981497,2,1,#DDD23B
288643,121.544898,25.045078,2,1,#DDD23B
288672,121.571798,25.064785999999998,2,1,#DDD23B
288694,121.51591499999999,25.086443,2,1,#DDD23B
288695,121.580385,25.058854,3,3,#DDD23B
288736,121.54413999999998,25.062332,2,1,#DDD23B
288760,121.616553,25.055083,2,1,#DDD23B
288766,121.56928899999998,25.049028,2,1,#DDD23B
288819,121.61786399999998,25.069578,2,1,#DDD23B
288833,121.54415900000001,25.161853,2,1,#DDD23B
288835,121.500074,25.041218,3,3,#DDD23B
288837,121.505044,25.126876,2,1,#DDD23B
288845,121.541087,24.995695,3,3,#DDD23B
288877,121.588268,25.064998000000003,2,1,#DDD23B
288892,121.54657399999999,25.041648000000002,3,3,#DDD23B
288913,121.58926399999999,25.039799,2,1,#DDD23B
288956,121.510297,25.113014,3,3,#DDD23B
288957,121.559531,25.033649,2,1,#DDD23B
288969,121.52388300000001,25.062699,2,1,#DDD23B
288974,121.53148300000001,25.051014000000002,2,1,#DDD23B
288981,121.613721,25.067439,3,3,#DDD23B
288988,121.496902,25.018498,2,1,#DDD23B
288991,121.614897,25.068610999999997,2,1,#DDD23B
288993,121.51048300000001,25.050053,3,3,#DDD23B
289005,121.51634399999999,25.032387,2,1,#DDD23B
289036,121.54530600000001,24.994801000000002,2,1,#DDD23B
289054,121.505591,25.118312,2,1,#DDD23B
289057,121.58063899999999,25.041718,2,1,#DDD23B
289070,121.494869,25.031688,3,3,#DDD23B
289126,121.56053700000001,25.084531,2,1,#DDD23B
289148,121.55776599999999,25.043808,3,3,#DDD23B
289181,121.559055,25.03195,2,1,#DDD23B
289202,121.57988999999999,25.051455999999998,2,1,#DDD23B
289205,121.559973,24.996773,2,1,#DDD23B
289211,121.578528,25.07822,2,1,#DDD23B
289221,121.53373700000002,25.057888000000002,2,1,#DDD23B
289227,121.485372,25.035528,2,1,#DDD23B
289228,121.52673600000001,25.049917999999998,2,1,#DDD23B
289229,121.53016699999999,25.056471,2,1,#DDD23B
289236,121.511036,25.11041,2,1,#DDD23B
289244,121.59035700000001,25.064397,2,1,#DDD23B
289257,121.512473,25.101542000000002,2,1,#DDD23B
289276,121.57991799999999,25.062872,2,1,#DDD23B
289280,121.53125,25.095824,2,1,#DDD23B
289286,121.535458,25.012291,3,3,#DDD23B
289287,121.54423799999999,25.069086,1,1,#DDD23B
289300,121.5632,25.076127,2,1,#DDD23B
289313,121.544178,25.053342,2,1,#DDD23B
289328,121.53725800000001,25.01141,2,1,#DDD23B
289344,121.567449,25.024801,2,1,#DDD23B
289346,121.513341,25.049382,3,3,#DDD23B
289362,121.54656899999999,25.098097,2,1,#DDD23B
289367,121.51222800000001,25.101577,3,3,#DDD23B
289384,121.51928400000001,25.110414000000002,2,1,#DDD23B
289451,121.53196499999999,25.057995000000002,2,1,#DDD23B
289452,121.495655,25.136776,2,1,#DDD23B
289463,121.517086,25.050843,2,1,#DDD23B
289475,121.528904,25.096703,2,1,#DDD23B
289479,121.538018,25.030842,2,1,#DDD23B
289491,121.528489,25.026579,2,1,#DDD23B
289504,121.581905,25.055410000000002,2,1,#DDD23B
289509,121.61786599999999,25.065799,2,1,#DDD23B
289541,121.50541499999999,25.136962,2,1,#DDD23B
289545,121.54489699999999,25.041511,3,3,#DDD23B
289577,121.515499,25.088131,2,1,#DDD23B
289578,121.51348300000001,25.114461,2,1,#DDD23B
289579,121.58946,25.05053,2,1,#DDD23B
289598,121.54441100000001,25.081185,2,1,#DDD23B
289615,121.529063,25.108007,2,1,#DDD23B
289624,121.513795,25.055304,2,1,#DDD23B
289627,121.512382,25.118078,1,1,#DDD23B
289633,121.495621,25.028502,3,3,#DDD23B
289635,121.568743,25.041895,2,1,#DDD23B
289644,121.51607800000001,25.065897,2,1,#DDD23B
289658,121.572275,25.046459,2,1,#DDD23B
289660,121.531737,25.062638,2,1,#DDD23B
289663,121.516925,25.106364000000003,3,3,#DDD23B
289672,121.50185800000001,25.138904999999998,2,1,#DDD23B
289679,121.561201,25.026142999999998,2,1,#DDD23B
289680,121.52006200000001,25.116013,1,1,#DDD23B
289719,121.534016,25.110406,2,1,#DDD23B
289737,121.51704,25.048536,2,1,#DDD23B
289759,121.48765900000001,25.035717,2,1,#DDD23B
289776,121.54531599999999,24.986777,2,1,#DDD23B
289783,121.559304,24.990362,1,1,#DDD23B
289794,121.512569,25.070553,2,1,#DDD23B
289808,121.496159,25.029591,2,1,#DDD23B
289824,121.52065400000001,25.110297,3,3,#DDD23B
289844,121.524524,25.086799,3,3,#DDD23B
289853,121.557701,25.04816,2,1,#DDD23B
289879,121.52248300000001,25.080142000000002,2,1,#DDD23B
289905,121.53446100000001,25.097941,2,1,#DDD23B
289910,121.55273700000001,25.051578,2,1,#DDD23B
289927,121.545883,25.107939000000002,2,1,#DDD23B
289933,121.561333,25.035621,3,3,#DDD23B
289961,121.556024,25.027279999999998,1,1,#DDD23B
289977,121.49534299999999,25.016425,2,1,#DDD23B
290004,121.54438,25.041691,2,1,#DDD23B
290005,121.52027700000001,25.047278,2,1,#DDD23B
290013,121.507446,25.082466,3,3,#DDD23B
290014,121.498623,25.125747,2,1,#DDD23B
290047,121.55418,25.085424,2,1,#DDD23B
290058,121.507958,25.05527,3,3,#DDD23B
290063,121.532876,25.009034,2,1,#DDD23B
290067,121.49356999999999,25.030431,3,3,#DDD23B
290073,121.618633,25.054838,2,1,#DDD23B
290075,121.51446999999999,25.063108,2,1,#DDD23B
290080,121.53261699999999,25.037543,2,1,#DDD23B
290104,121.54988600000001,25.061595999999998,2,1,#DDD23B
290106,121.51529199999999,25.090521,2,1,#DDD23B
290135,121.523366,25.119513,2,1,#DDD23B
290144,121.577404,25.050935,3,3,#DDD23B
290159,121.51223600000002,25.101602,2,1,#DDD23B
290166,121.51323300000001,25.048202,2,1,#DDD23B
290178,121.59123100000001,25.082724,2,1,#DDD23B
290185,121.52843999999999,25.046836,2,1,#DDD23B
290190,121.581847,25.037366,2,1,#DDD23B
290229,121.60498500000001,25.053062,2,1,#DDD23B
290244,121.53848700000002,25.072454,2,1,#DDD23B
290255,121.543645,25.041496,3,3,#DDD23B
290261,121.518371,25.071169,2,1,#DDD23B
290262,121.581621,25.057013,2,1,#DDD23B
290276,121.562114,25.032876,2,1,#DDD23B
290281,121.50679,25.0519,1,1,#DDD23B
290286,121.548875,25.041427,2,1,#DDD23B
290290,121.52191200000001,25.094362,3,3,#DDD23B
290307,121.54959699999999,25.041582000000002,2,1,#DDD23B
290317,121.524599,25.100908,2,1,#DDD23B
290348,121.55858,25.008403,2,1,#DDD23B
290392,121.54963899999998,25.044888,2,1,#DDD23B
290425,121.558586,25.008321,2,1,#DDD23B
290461,121.56843400000001,25.035833,3,3,#DDD23B
290474,121.55881399999998,24.991172,2,1,#DDD23B
290501,121.51938,25.04449,2,1,#DDD23B
290502,121.56871899999999,25.042637,2,1,#DDD23B
290510,121.465971,25.126607,2,1,#DDD23B
290565,121.557547,25.032938,3,3,#DDD23B
290577,121.54093999999999,25.122994,2,1,#DDD23B
290585,121.517653,25.078044000000002,2,1,#DDD23B
290611,121.53311299999999,25.052954,2,1,#DDD23B
290647,121.505007,25.043707,3,3,#DDD23B
290664,121.57643,25.068967999999998,2,1,#DDD23B
290680,121.55785,25.044994,2,1,#DDD23B
290753,121.528175,25.039123,1,1,#DDD23B
290781,121.49861200000001,25.029362,2,1,#DDD23B
290794,121.61614499999999,25.043843,2,1,#DDD23B
290799,121.50879099999999,25.054118,2,1,#DDD23B
290810,121.568771,25.000352,2,1,#DDD23B
290824,121.544024,25.04498,2,1,#DDD23B
290845,121.52233999999999,25.080391,3,3,#DDD23B
290850,121.500231,25.117893,2,1,#DDD23B
290866,121.517641,25.068576,3,3,#DDD23B
290872,121.620271,25.041864999999998,2,1,#DDD23B
290875,121.55148700000001,25.077622,1,1,#DDD23B
290879,121.51523600000002,25.050499,2,1,#DDD23B
290891,121.51668799999999,25.023876,2,1,#DDD23B
290911,121.57296299999999,25.064849,2,1,#DDD23B
290927,121.51489099999999,25.068589000000003,2,1,#DDD23B
290931,121.55452199999999,25.012396,3,3,#DDD23B
290932,121.559945,25.034759,2,1,#DDD23B
290935,121.538129,25.007964,2,1,#DDD23B
290949,121.583312,25.056499,2,1,#DDD23B
290950,121.567097,25.079062,2,1,#DDD23B
290957,121.513718,25.058248000000003,2,1,#DDD23B
290966,121.528475,25.048248,2,1,#DDD23B
290972,121.58632800000001,25.068906,2,1,#DDD23B
290976,121.57445200000001,25.084088,2,1,#DDD23B
290989,121.56114099999999,24.986034,2,1,#DDD23B
291005,121.55852800000001,25.082622,2,1,#DDD23B
291006,121.49836299999998,25.035328,2,1,#DDD23B
291015,121.50811499999999,25.050382,4,5,#DDD23B
291023,121.525453,25.054938,3,3,#DDD23B
291025,121.543796,25.04465,2,1,#DDD23B
291032,121.547554,25.033167000000002,1,1,#DDD23B
291033,121.500326,25.124919000000002,2,1,#DDD23B
291044,121.501728,25.038273,2,1,#DDD23B
291063,121.52536699999999,25.084158,3,3,#DDD23B
291110,121.510724,25.110459,2,1,#DDD23B
291143,121.510123,25.054418,3,3,#DDD23B
291177,121.5408,25.062133,2,1,#DDD23B
291208,121.49853999999999,25.136985,2,1,#DDD23B
291233,121.52266499999999,25.023324,4,5,#DDD23B
291241,121.51461299999998,25.034767000000002,4,5,#DDD23B
291243,121.573729,24.992666,2,1,#DDD23B
291277,121.541001,25.044408999999998,3,3,#DDD23B
291281,121.43974299999999,25.136189,2,1,#DDD23B
291294,121.51138799999998,25.028006,2,1,#DDD23B
291295,121.5048,25.120973,2,1,#DDD23B
291296,121.59258200000001,25.057085,2,1,#DDD23B
291297,121.57176399999999,25.033566,3,3,#DDD23B
291308,121.579901,25.040395,2,1,#DDD23B
291310,121.532972,25.053647,2,1,#DDD23B
291320,121.49200800000001,25.144479999999998,2,1,#DDD23B
291345,121.505726,25.037646,3,3,#DDD23B
291346,121.58508300000001,25.055948,3,3,#DDD23B
291361,121.610881,25.064905,2,1,#DDD23B
291367,121.52778,25.093013,2,1,#DDD23B
291376,121.60953700000002,25.063391,2,1,#DDD23B
291379,121.51445,25.032,2,1,#DDD23B
291395,121.557602,25.04299,2,1,#DDD23B
291404,121.497227,25.136031,2,1,#DDD23B
291407,121.530189,25.108384,2,1,#DDD23B
291426,121.546465,25.159202,2,1,#DDD23B
291449,121.603307,25.052791,2,1,#DDD23B
291450,121.58006100000001,25.048867,2,1,#DDD23B
291451,121.501175,25.035083,1,1,#DDD23B
291467,121.49536299999998,25.024048999999998,3,3,#DDD23B
291474,121.52531100000002,25.021036,2,1,#DDD23B
291489,121.520619,25.04809,2,1,#DDD23B
291496,121.515212,25.038587,2,1,#DDD23B
291510,121.540471,25.052505,2,1,#DDD23B
291545,121.51678999999999,25.044369,2,1,#DDD23B
291550,121.51467199999999,25.031142000000003,2,1,#DDD23B
291572,121.534516,25.022192,2,1,#DDD23B
291575,121.530746,25.042978,2,1,#DDD23B
291592,121.500219,25.124023,2,1,#DDD23B
291601,121.61103999999999,25.064861999999998,2,1,#DDD23B
291654,121.554298,25.026011999999998,2,1,#DDD23B
291680,121.52995200000001,25.11836,2,1,#DDD23B
291684,121.54873400000001,25.051838,2,1,#DDD23B
291690,121.50923600000002,25.03058,2,1,#DDD23B
291708,121.56863,25.050654,2,1,#DDD23B
291726,121.46496699999999,25.124533,2,1,#DDD23B
291753,121.489057,25.034032,2,1,#DDD23B
291760,121.513704,25.062852,2,1,#DDD23B
291764,121.51675700000001,25.062878,2,1,#DDD23B
291769,121.54641200000002,25.137044,3,3,#DDD23B
291807,121.576342,24.999984,2,1,#DDD23B
291815,121.537016,25.010920000000002,2,1,#DDD23B
291847,121.54941399999998,25.149070000000002,2,1,#DDD23B
291870,121.574974,24.991845,2,1,#DDD23B
291879,121.52896899999999,25.062675,2,1,#DDD23B
291919,121.51051299999999,25.050278,2,1,#DDD23B
291927,121.592949,25.052591,3,3,#DDD23B
291939,121.58561599999999,25.064806,2,1,#DDD23B
291958,121.538294,25.104194,4,5,#DDD23B
291985,121.55121000000001,25.082707,2,1,#DDD23B
292002,121.54348700000001,25.041725,2,1,#DDD23B
292030,121.609574,25.071654000000002,3,3,#DDD23B
292049,121.562329,25.003464,2,1,#DDD23B
292055,121.565817,25.043535000000002,3,3,#DDD23B
292070,121.518474,25.068573,2,1,#DDD23B
292095,121.46511100000001,25.124594000000002,2,1,#DDD23B
292100,121.52243700000001,25.101916,3,3,#DDD23B
292102,121.495254,25.016212,2,1,#DDD23B
292103,121.513097,25.040976,2,1,#DDD23B
292136,121.547878,24.997729999999997,2,1,#DDD23B
292153,121.51056499999999,25.113186,3,3,#DDD23B
292164,121.519502,25.083025,2,1,#DDD23B
292173,121.52126100000001,25.058386,2,1,#DDD23B
292186,121.53214799999999,25.015082,2,1,#DDD23B
292215,121.468915,25.123117,3,3,#DDD23B
292239,121.54401200000001,25.047581,2,1,#DDD23B
292283,121.545847,25.155641,1,1,#DDD23B
292295,121.564742,25.04188,2,1,#DDD23B
292299,121.471425,25.122927999999998,2,1,#DDD23B
292306,121.57784299999999,25.047989,2,1,#DDD23B
292324,121.53714,25.044826999999998,1,1,#DDD23B
292326,121.516101,25.051087,3,3,#DDD23B
292343,121.52173,25.059051999999998,2,1,#DDD23B
292344,121.59471200000002,25.084475,2,1,#DDD23B
292345,121.544467,25.076004,2,1,#DDD23B
292349,121.550097,25.000920999999998,1,1,#DDD23B
292362,121.512175,25.063001,2,1,#DDD23B
292384,121.50071299999999,25.019651,3,3,#DDD23B
292391,121.54871299999999,25.050107,3,3,#DDD23B
292394,121.52201799999999,25.050932,2,1,#DDD23B
292402,121.520946,25.057524,1,1,#DDD23B
